name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,47,14,33,29.78723404255319,8.13953488372093
CountNestedDepth,1,0,1,0.0,0.0
CountNestedMethods,216,62,154,28.703703703703702,36.04651162790697
CountFunctions,690,138,552,20.0,80.23255813953489
IsFunction,26,4,22,15.384615384615385,2.3255813953488373
CountFunctionParameters,279,68,211,24.372759856630825,39.53488372093023
CountHigherOrderCalls,578,123,455,21.280276816608996,71.51162790697676
CountFunctionCalls,272,75,197,27.573529411764707,43.604651162790695
CountCurrying,51,26,25,50.98039215686274,15.11627906976744
CountPatternMatching,365,88,277,24.10958904109589,51.162790697674424
CountLazyValues,45,21,24,46.666666666666664,12.209302325581394
CountParameterLists,681,115,566,16.886930983847286,66.86046511627907
FunctionalScoreCount,1062,152,910,14.312617702448211,88.37209302325581
CountVariables,217,38,179,17.51152073732719,22.093023255813954
CountVariableDefinitions,143,31,112,21.678321678321677,18.023255813953487
CountInnerVariableAssignment,145,29,116,20.0,16.86046511627907
CountOuterVariableUsage,121,14,107,11.570247933884298,8.13953488372093
CountOuterVariableAssignment,74,11,63,14.864864864864865,6.395348837209303
CountSideEffects,473,82,391,17.33615221987315,47.674418604651166
IsSideEffect,251,31,220,12.350597609561753,18.023255813953487
CountSideEffectCalls,366,64,302,17.48633879781421,37.2093023255814
CountSideEffectFunctions,79,30,49,37.9746835443038,17.441860465116278
ImperativeScoreCount,484,85,399,17.56198347107438,49.41860465116279
HasPointsCount,1151,158,993,13.72719374456994,91.86046511627907
ParadigmScoreCount,1023,143,880,13.978494623655912,83.13953488372093
