name,count,mean mean,mean std,std mean,std std
Average stretch,9,32.90582089434728,10.125613117637165,125.83117161958126,82.67118883665505
AvrParadigmEntropyBool,9,0.05006423122368734,0.02064986156948487,0.16826404320917795,0.03880808428922278
AvrParadigmEntropyCount,9,0.04146788599722725,0.016908725210348197,0.14687252312419907,0.033512765343548016
AvrParadigmEntropyFraction,9,0.007793259805796744,0.007551360667526975,0.061887195770655073,0.03391538155187526
AvrParadigmGiniBool,9,0.3046205310188508,0.049384428097273725,0.40570087851064757,0.025392877543660274
AvrParadigmGiniCount,9,0.3000078509733093,0.04982303254234229,0.40540574432726506,0.025877133389726747
AvrParadigmGiniFraction,9,0.39437003540949667,0.03814971106733844,0.45657983500367905,0.012935830314858269
Max stretch,9,32.908020305072085,10.125810582910749,125.83256530559824,82.67075230869987
MaxParadigmEntropyBool,9,0.10329428486945234,0.040092777170651205,0.28537246542759376,0.05723691241594489
MaxParadigmEntropyCount,9,0.08812678583169446,0.033911449313607595,0.2555981845381173,0.051654948688733854
MaxParadigmEntropyFraction,9,0.018406093350345966,0.015281822419843006,0.11872101775505477,0.054218784024953816
MaxParadigmGiniBool,9,0.3891712034835742,0.050027780998386055,0.47110955212352923,0.016310185297546815
MaxParadigmGiniCount,9,0.3849484810167525,0.050615391537868204,0.47177510652015464,0.016553343002758663
MaxParadigmGiniFraction,9,0.4555150631219601,0.034279483889745235,0.49489951389889936,0.004827620301904265
Min stretch,9,32.90412440840768,10.126073954378736,125.82992867007891,82.67178218122943
SumParadigmEntropyBool,9,0.2329055248344688,0.12959153127484255,1.0494284601775619,0.523034197799325
SumParadigmEntropyCount,9,0.18817675794404984,0.10273424126084924,0.8278169762812404,0.40108467844361884
SumParadigmEntropyFraction,9,0.04667661816335742,0.052002996309291616,0.39589945473891236,0.38633292757104176
SumParadigmGiniBool,9,1.1802512888663084,0.3272221675949135,3.260140976091568,0.8948004521706767
SumParadigmGiniCount,9,1.158266983085826,0.3235780226264595,3.2242975907134053,0.869101480716482
SumParadigmGiniFraction,9,1.530387518937736,0.34261369965275784,4.040464965009754,0.8961045358693421
Switch count,9,2.0643090589651822,1.6013511272653642,9.134921111645992,9.087094747420371
