name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
SwitchCount,1236,304,932,24.59546925566343,50.836120401337794
MaxStretch,7736,568,7168,7.34229576008273,94.98327759197325
MaxStretchNormalized,7736,568,7168,7.34229576008273,94.98327759197325
MinStretch,7736,568,7168,7.34229576008273,94.98327759197325
MinStretchNormalized,7736,568,7168,7.34229576008273,94.98327759197325
AvgStretch,7736,568,7168,7.34229576008273,94.98327759197325
AvgStretchNormalized,7736,568,7168,7.34229576008273,94.98327759197325
