name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
SwitchCount,6186,1544,4642,24.95958616230197,64.09298464092986
MaxStretch,18198,2241,15957,12.314540059347182,93.02615193026152
MaxStretchNormalized,18198,2241,15957,12.314540059347182,93.02615193026152
MinStretch,18193,2241,15952,12.317924476446986,93.02615193026152
MinStretchNormalized,18193,2241,15952,12.317924476446986,93.02615193026152
AvgStretch,18198,2241,15957,12.314540059347182,93.02615193026152
AvgStretchNormalized,18198,2241,15957,12.314540059347182,93.02615193026152
