commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,1,package server - class EmberServerBuilder,0.0,243.0,1.0,243.0,1.0,243.0,1.0
HEAD,0,package server - class EmberServerBuilder - method build - <$anon: org.http4s.server.Ip4sServer>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package server - object EmberServerBuilder,0.0,72.0,1.0,72.0,1.0,72.0,1.0
HEAD,1,package server - object EmberServerBuilder - object Defaults,0.0,43.0,1.0,43.0,1.0,43.0,1.0
HEAD,1,package internal - object ServerHelpers,2.0,346.0,0.6718446601941748,5.0,0.009708737864077669,173.66666666666666,0.3372168284789644
HEAD,1,package internal - object ServerHelpers,2.0,343.0,0.669921875,5.0,0.009765625,172.66666666666666,0.3372395833333333
HEAD,1,package http4s - package multipart - object MultipartDecoder,0.0,126.0,1.0,126.0,1.0,126.0,1.0
HEAD,0,package http4s - class Credentials,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package http4s - object Credentials,2.0,16.0,0.45714285714285713,13.0,0.37142857142857144,14.333333333333334,0.40952380952380957
HEAD,0,package http4s - object Credentials - class Token,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package http4s - object Credentials - class AuthParams,2.0,13.0,0.6842105263157895,6.0,0.3157894736842105,9.0,0.47368421052631576
HEAD,0,package http4s - object Credentials - object AuthParams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - class BasicCredentials,0.0,11.0,1.0,11.0,1.0,11.0,1.0
HEAD,1,package http4s - object BasicCredentials,0.0,32.0,1.0,32.0,1.0,32.0,1.0
HEAD,0,package http4s - class Credentials,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package http4s - object Credentials,2.0,16.0,0.45714285714285713,13.0,0.37142857142857144,14.333333333333334,0.40952380952380957
HEAD,0,package http4s - object Credentials - class Token,0.0,4.0,1.0,4.0,1.0,4.0,1.0
HEAD,0,package http4s - object Credentials - class AuthParams,2.0,13.0,0.6842105263157895,6.0,0.3157894736842105,9.0,0.47368421052631576
HEAD,0,package http4s - object Credentials - object AuthParams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - class BasicCredentials,0.0,11.0,1.0,11.0,1.0,11.0,1.0
HEAD,1,package http4s - object BasicCredentials,0.0,32.0,1.0,32.0,1.0,32.0,1.0
HEAD,1,package http4s - package multipart - object MultipartDecoder,0.0,126.0,1.0,126.0,1.0,126.0,1.0
HEAD,1,package internal - object ClientHelpers,2.0,145.0,0.5823293172690763,14.0,0.05622489959839357,88.0,0.3534136546184739
HEAD,0,package internal - object ClientHelpers - method request - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
