name,count,mean,std
FunctionalScoreBool,9,0.9173068128495496,1.137102523138243
HasCurrying,9,0.0094897584221782,0.064962300666333
HasFunctionCalls,9,0.0330671549111099,0.1457219221799633
HasFunctionParameters,9,0.0361706149599029,0.1602500416467852
HasFunctions,9,0.277514705178719,0.3548541898139171
HasHigherOrderCalls,9,0.2187161712543134,0.3231092066923648
HasInnerVariableAssignment,9,0.0157228532739363,0.090021875803858
HasLazyValues,9,0.0190115371940591,0.1092691171763292
HasMultipleParameterLists,9,0.1256413830780732,0.2890068532938023
HasNestedMethods,9,0.0517744644717024,0.1833088513359403
HasOuterVariableAssignment,9,0.0084650112866817,0.0735329423655574
HasOuterVariableUsage,9,0.028324196495754,0.1477900243344157
HasPatternMatching,9,0.1511239617593914,0.287960239207741
HasPointsBool,9,0.5041048708559925,0.4251024390237033
HasSideEffectCalls,9,0.1108951692124983,0.2566869868912956
HasSideEffectFunctions,9,0.0174066036135001,0.0908674822678118
HasSideEffects,9,0.1982554562254601,0.3298222897303716
HasVariableDefinitions,9,0.0140585102189304,0.0888104272404071
HasVariables,9,0.0358040128736251,0.1642655382652382
ImperativeScoreBool,9,0.5761534048795933,1.0751081021163895
IsFunction,9,0.0163149474185088,0.1076641840383841
IsNested,9,0.0,0.0
IsRecursive,9,0.0071539090324331,0.0572550100800284
IsSideEffect,9,0.0888001054813541,0.2406107795035229
ParadigmScoreBool,9,0.3283180084502377,0.5007404050485408
