name,count,mean mean,mean std,std mean,std std
FractionCurrying,9,0.0035048603330247027,0.00556885763613223,0.03098827999425568,0.04372987857844496
FractionFunctionCalls,9,0.0076996959364646666,0.0036416331652573872,0.06953753480556142,0.019695428919479636
FractionFunctions,9,0.0707433832210065,0.043203655084363336,0.20111753489987508,0.07314979349457756
FractionHigherOrderCalls,9,0.02516929954452764,0.02187361472791311,0.1076155522816295,0.058368076142323776
FractionInnerVariableAssignment,9,0.0007375834992027212,0.00218177410433505,0.006697115467365956,0.018838636590510723
FractionLazyValues,9,0.004674294639146666,0.005143415562230992,0.041361957508283864,0.030449437378696504
FractionNestedMethods,9,2.4362322327850052e-06,7.308696698355017e-06,0.00010035118845057778,0.00030105356535173333
FractionOuterVariableAssignment,9,0.0007196822096853223,0.0009463426995162691,0.0113935837675052,0.011440832151763183
FractionOuterVariableUsage,9,0.006304091315407478,0.006671890332362898,0.04905185527488478,0.03920302807757806
FractionPatternMatching,9,0.018129748154009178,0.012444767263607718,0.10316087133705677,0.036726596149621905
FractionRecursiveCalls,9,0.0007903474349138345,0.0018054202888627224,0.012448788087699532,0.02521763203287162
FractionSideEffectCalls,9,0.011963069225086234,0.022646325383636683,0.06286032442514494,0.06056458627251465
FractionSideEffectFunctions,9,0.0005839942152197223,0.0006103730658044152,0.009380642463435123,0.008277768843647013
FractionSideEffects,9,0.1023988497078772,0.08727701323255228,0.23463690462919543,0.10177551594656833
FractionVariableDefinitions,9,0.0,0.0,0.0,0.0
FractionVariables,9,0.006307288297456423,0.006679199481742281,0.049056086293277706,0.0392090108572277
FunctionalScoreFraction,9,0.35258065163000574,0.17277457435594845,0.5980217042340211,0.17462579956952937
HasFunctionParameters,9,0.061741354640765814,0.053368604769107424,0.18343709366456087,0.0837352767290314
HasMultipleParameterLists,9,0.13524975224476854,0.1015393474254397,0.27413457909203476,0.11480664400489453
HasPointsFraction,9,0.31921479051054286,0.08694252318196452,0.39730555171280235,0.039054393234712464
ImperativeScoreFraction,9,0.22901791106917713,0.2031496840571969,0.5320996947362696,0.22947067651772018
IsFunction,9,0.024723369791063866,0.017745689067902377,0.11898118323998243,0.06136566978177371
IsNested,9,0.0001521094580811204,0.0004045895596130319,0.0040781081112066,0.010699628626513472
IsSideEffect,9,0.10000335259924183,0.08807316343723784,0.2304460889743689,0.10404995331750598
ParadigmScoreFraction,9,0.12194239308104825,0.17246366198780613,0.44175240934164733,0.05808744771245784
