commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,1,package pc - package completions - class Completions,6.0,4.0,10.0,0.0,0.0,896.0,16.0,59.0,0.7866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package metals - class ProjectMetalsLspService,216.0,3.0,219.0,2.0,10.0,1266.0,1182.0,46.0,0.03745928338762215,0.0,284.0,220.0,4.150943396226415,4.962264150943396,13.169811320754716,7.283018867924528,7.30188679245283,1.0943396226415094,-0.0,0.8679245283018868
HEAD,1,package metals - trait AdjustLspData,17.0,6.0,23.0,0.0,10.0,69.0,69.0,0.0,0.0,2.0,23.0,13.0,1.0833333333333333,0.0,4.083333333333333,2.25,0.0,0.0,-0.0,0.8333333333333334
HEAD,0,package metals - class AdjustedLspData,7.0,6.0,13.0,2.0,2.0,23.0,23.0,0.0,0.0,0.0,4.0,5.0,2.5,3.0,7.0,2.0,1.0,0.5,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData,11.0,1.0,12.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.75,0.75,0.0,0.0,-0.0,0.75
HEAD,0,package metals - object AdjustedLspData,7.0,6.0,12.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,1,package metals - class MetalsLspService,224.0,6.0,230.0,1.0,30.0,1569.0,1504.0,45.0,0.029051000645577793,2.0,333.0,184.0,1.6428571428571428,1.1517857142857142,5.973214285714286,3.4642857142857144,1.2053571428571428,0.20535714285714285,-0.0,0.8482142857142857
HEAD,1,package pc - trait PcCollector,20.0,5.0,25.0,0.0,5.0,300.0,232.0,67.0,0.22408026755852842,7.0,28.0,47.0,7.833333333333333,5.5,33.666666666666664,5.0,25.0,5.833333333333333,-0.0,0.6666666666666666
HEAD,0,package pc - class SimpleCollector,6.0,3.0,9.0,1.0,1.0,7.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package pc - class WithSymbolSearchCollector,6.0,5.0,11.0,1.0,1.0,10.0,10.0,0.0,0.0,6.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0,1.0,-0.0,1.0
