commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package metals - class InteractiveSemanticdbs - method reset,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class InteractiveSemanticdbs - method cancel,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class InteractiveSemanticdbs - method textDocument,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class InteractiveSemanticdbs - method onClose,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class InteractiveSemanticdbs - method textDocument,10.0,10.0,55.0,53.0,9.0,0.14516129032258066,39.0,8.0,10.0,2.0,-0.0,1.0
HEAD,0,package metals - class InteractiveSemanticdbs - method textDocument - method doesNotBelongToBuildTarget,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class InteractiveSemanticdbs - method textDocument - method shouldTryCalculateInteractiveSemanticdb,1.0,0.0,13.0,13.0,7.0,0.35,13.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class InteractiveSemanticdbs - method textDocument - method isExcludedFile,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class InteractiveSemanticdbs - method didDefinition,3.0,7.0,15.0,12.0,0.0,0.0,10.0,9.0,7.0,2.0,-0.0,0.0
HEAD,5,package metals - class InteractiveSemanticdbs - method compile,2.0,0.0,6.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustPos,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustRange,1.0,0.0,5.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustTextEdits,1.0,0.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustDocumentHighlight,1.0,0.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustDiagnostic,1.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustLocation,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,-0.0,1.0
HEAD,1,package metals - trait AdjustLspData - method adjustReferencesResult,1.0,0.0,16.0,16.0,0.0,0.0,6.0,4.0,0.0,0.0,-0.0,1.0
HEAD,1,package metals - trait AdjustLspData - method adjustLocations,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustHoverResp,2.0,0.0,10.0,10.0,0.0,0.0,5.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustHoverResp,1.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - trait AdjustLspData - method adjustCompletionListInPlace,1.0,0.0,8.0,8.0,0.0,0.0,10.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - trait AdjustLspData - method adjustImportResult,1.0,0.0,7.0,6.0,0.0,0.0,5.0,4.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class AdjustedLspData - method adjustLocations,2.0,6.0,9.0,9.0,0.0,0.0,5.0,1.0,2.0,1.0,-0.0,1.0
HEAD,0,package metals - class AdjustedLspData - method adjustPos,3.0,0.0,9.0,9.0,0.0,0.0,9.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustPos,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustRange,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustTextEdits,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustLocations,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustHoverResp,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustCompletionListInPlace,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustImportResult,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - object DefaultAdjustedData - method adjustDiagnostic,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object AdjustedLspData - method create,1.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package tests - class BaseWorkspaceSymbolSuite - method workspace,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package tests - class BaseWorkspaceSymbolSuite - method libraries,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package tests - class BaseWorkspaceSymbolSuite - method dialect,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package tests - class BaseWorkspaceSymbolSuite - method saveClassFileToDisk,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package tests - class BaseWorkspaceSymbolSuite - method check,2.0,0.0,17.0,16.0,0.0,0.0,11.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package mtags - class OverloadDisambiguator - method disambiguator,2.0,0.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - package logging - package object logging - method scribeLogWhen,2.0,0.0,13.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - package logging - package object logging - method logErrorWhen,1.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object Memory - method approx,2.0,0.0,6.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object Memory - method approx - method loop,2.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - object Memory - method format,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object Memory - method footprint,11.0,10.0,33.0,32.0,0.0,0.0,33.0,7.0,59.0,14.0,-0.0,0.0
HEAD,0,package metals - object Memory - method logMemory,4.0,6.0,11.0,11.0,0.0,0.0,8.0,5.0,12.0,3.0,-0.0,0.0
HEAD,0,package metals - object Memory - method errorMsg,1.0,0.0,2.0,2.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package mtags - class AtomicTrieMap - method get,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package mtags - class AtomicTrieMap - method contains,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package mtags - class AtomicTrieMap - method updateWith,5.0,7.0,19.0,19.0,0.0,0.0,12.0,9.0,12.0,2.0,-0.0,1.0
HEAD,0,package mtags - class AtomicTrieMap - method updateWith - <$anon: java.util.function.BiFunction[K V V]> - method apply,5.0,7.0,14.0,14.0,0.0,0.0,10.0,7.0,12.0,2.0,-0.0,1.0
HEAD,0,package mtags - object AtomicTrieMap - method empty,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - object DiagnosticCodes - method isEqual,3.0,4.0,6.0,6.0,0.0,0.0,5.0,3.0,8.0,2.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method runAllRules,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method runRulesOrPrompt,2.0,0.0,10.0,10.0,0.0,0.0,8.0,6.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method organizeImports,1.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method runScalafixRules,7.0,11.0,71.0,68.0,1.0,0.014492753623188406,39.0,2.0,8.0,4.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method createTemporarySemanticdb,2.0,0.0,29.0,22.0,5.0,0.18518518518518517,15.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method scalafixSucceded,1.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method hasStaleOrMissingSemanticdb,1.0,0.0,10.0,10.0,0.0,0.0,6.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method getMessageErrorFromScalafix,2.0,0.0,12.0,11.0,0.0,0.0,6.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method scalafixConf,8.0,6.0,29.0,29.0,0.0,0.0,17.0,5.0,15.0,3.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method rulesFromScalafixConf,4.0,11.0,16.0,16.0,0.0,0.0,8.0,3.0,6.0,1.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method scalafixEvaluate,11.0,3.0,139.0,98.0,4.0,0.0392156862745098,64.0,27.0,3.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method getScalafixConf,13.0,22.0,72.0,69.0,1.0,0.014285714285714285,53.0,22.0,53.0,10.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method reportScalafixError,1.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package metals - class ScalafixProvider - method textEditsFrom,2.0,0.0,11.0,10.0,0.0,0.0,4.0,3.0,0.0,0.0,-0.0,1.0
HEAD,1,package metals - class ScalafixProvider - method getScalafix,2.0,0.0,15.0,13.0,0.0,0.0,6.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method scala211Fallback,1.0,0.0,15.0,14.0,1.0,0.06666666666666667,6.0,2.0,0.0,0.0,-0.0,1.0
HEAD,1,package metals - class ScalafixProvider - method getRuleClassLoader,2.0,0.0,34.0,32.0,1.0,0.030303030303030304,14.0,9.0,0.0,0.0,-0.0,1.0
HEAD,0,package metals - class ScalafixProvider - method isUnsaved,2.0,3.0,8.0,7.0,1.0,0.125,6.0,5.0,6.0,2.0,-0.0,1.0
