name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,8,34.96685528493215,23.385753385975388,47.12145479072022,15.926206027881786,0.2774413815975123,0.10297926012760396
CommentLinesOfCode,8,50.15678849306546,20.621579944922424,44.51836617191901,11.473410457619739,0.39173547656620367,0.10093251465195112
CouplingBetweenObjects,8,38.7593635737282,16.140366326169424,58.18220388920672,9.329306338365614,0.3751674807494167,0.08629862376135163
CyclomaticComplexity,8,29.944347430930588,15.884441244492422,61.00234874785594,11.076665203620738,0.30408863453184826,0.09010631811812121
DepthOfInheritance,8,17.187809935057857,13.330027322237136,59.35415671659753,10.669411848256797,0.1037205585095609,0.08756844413762906
DepthOfNesting,8,37.12494892362584,22.936212235552826,45.950897032739626,8.33636644062915,0.3049583511076929,0.09842733454785076
FanIn,8,22.572329575301854,10.588913722281939,27.812543808053714,6.880179222491306,0.11897543929320939,0.10055967924431863
FanOut,8,39.606729944254866,17.174786775429087,61.54478384155253,8.070997863014206,0.39809802903480057,0.08231986017129903
LackOfCohesionInMethods,8,29.897774726414127,21.576163070061124,41.36489006511702,12.785799871434204,0.22644009287545414,0.15327877769112985
LinesOfCode,8,48.78754249846098,18.47759441916338,59.91170678178805,9.313707075948228,0.4655719615476644,0.10503117828722006
NumberOfChildren,8,16.930613895485042,10.958786361174091,37.273109153585644,29.687092558584716,0.0519451023877819,0.06781049226134735
NumberOfPatternVariables,8,38.143074927324506,22.757090351782338,42.020136390377196,7.843194513609019,0.2973547093754689,0.08566620319343785
OutDegree,8,34.0731074476626,19.938264283124898,57.470764958872515,7.48640148806275,0.32972150614254786,0.10528357370615622
OutDegreeDistinct,8,28.215260436361014,18.205547170356905,61.17505917179393,5.438543109414486,0.2808820329425443,0.10135892660401707
ParadigmEntropyFraction,8,0.0,0.0,0.0,0.0,0.0,0.0
ParadigmGiniFraction,8,19.099383147109474,16.277871413112525,55.047372136673644,2.819047503340951,0.12059584898109471,0.10743879871184318
PatternSize,8,36.75616401556139,22.01288260092258,42.40876701469504,7.210386826561634,0.2901995377310794,0.08331326931457927
ResponseForClass,8,43.46647453574711,18.044277111117886,60.33038187119924,6.104823544408538,0.42456948366560626,0.09795722772850879
SourceLinesOfCode,8,48.7691889032201,17.90136068258391,60.44685012186552,9.53622456942389,0.4675008980272495,0.10415258662269786
WeightedMethodCount,8,45.29671655408162,18.585918239788878,54.52960466377037,7.459221904649629,0.41443123510139246,0.09968449369842068
