commit,faults,path,CyclomaticComplexity,DepthOfNesting,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - method isDifferent,1.0,0.0,2.0,2.0,0.0,0.0,9.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - method isRecord,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - method isVec,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - method isElement,1.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - method isProbe,1.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object Data - <$anon: chisel3.reflect.DataMirror.HasMatchingZipOfChildren[chisel3.Data]> - method matchingZipOfChildren,8.0,12.0,13.0,13.0,0.0,0.0,34.0,18.0,49.0,10.0,-0.0,1.0
HEAD,0,package chisel3 - object Data - class DataEquality - method ===,18.0,23.0,49.0,42.0,4.0,0.08695652173913043,48.0,19.0,120.0,25.0,-0.0,1.0
HEAD,0,package chisel3 - trait WireFactory - method apply,2.0,0.0,10.0,9.0,2.0,0.18181818181818182,6.0,6.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - trait WireDefaultImpl - method applyImpl,1.0,0.0,11.0,10.0,0.0,0.0,5.0,3.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - trait WireDefaultImpl - method apply,1.0,0.0,8.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - trait WireDefaultImpl - method apply,1.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - trait WireDefaultImpl - method apply,3.0,4.0,8.0,7.0,1.0,0.125,5.0,4.0,5.0,1.0,-0.0,0.0
HEAD,0,package chisel3 - object DontCare - method cloneType,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object DontCare - method toString,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object DontCare - method litOption,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object DontCare - method toPrintable,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object DontCare - method connectFromBits,1.0,0.0,7.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object DontCare - method _asUIntImpl,1.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - object DontCare - method :>=,1.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,-0.0,1.0
HEAD,1,package chisel3 - class Aggregate - method checkingLitOption,10.0,13.0,31.0,28.0,4.0,0.125,30.0,16.0,53.0,4.0,-0.0,1.0
HEAD,0,package chisel3 - class Aggregate - method checkingLitOption - method shiftAdd,5.0,13.0,13.0,13.0,1.0,0.07142857142857142,18.0,10.0,28.0,3.0,-0.0,0.0
HEAD,0,package chisel3 - class Aggregate - method litOption,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Aggregate - method litValue,1.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Aggregate - method getElements,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Aggregate - method elementsIterator,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Aggregate - method width,1.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Aggregate - method firrtlConnect,2.0,0.0,8.0,6.0,1.0,0.14285714285714285,6.0,5.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Aggregate - method _asUIntImpl,4.0,8.0,10.0,9.0,1.0,0.1,12.0,10.0,6.0,1.0,-0.0,0.0
HEAD,0,package chisel3 - class Aggregate - method connectFromBits,3.0,0.0,20.0,16.0,4.0,0.2,12.0,9.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - trait VecFactory - method apply,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - trait VecFactory - method truncateIndex,4.0,0.0,12.0,11.0,0.0,0.0,13.0,10.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method toString,4.0,14.0,11.0,11.0,0.0,0.0,7.0,4.0,17.0,4.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method typeName,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method containsAFlipped,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method bind,1.0,0.0,12.0,10.0,2.0,0.16666666666666666,12.0,11.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method allElements,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method <>,5.0,4.0,9.0,7.0,0.0,0.0,10.0,7.0,13.0,4.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method <>,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method :=,4.0,4.0,8.0,7.0,0.0,0.0,9.0,7.0,13.0,4.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method :=,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,1,package chisel3 - class Vec - method do_apply,14.0,8.0,55.0,43.0,12.0,0.21818181818181817,39.0,24.0,29.0,2.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method do_apply - method mkMsg,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method apply,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method cloneType,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - method getElements,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method elementsIterator,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method toPrintable,2.0,0.0,6.0,6.0,0.0,0.0,10.0,7.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class Vec - macro method reduceTree,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - macro method reduceTree,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method do_reduceTree,5.0,15.0,28.0,27.0,2.0,0.06896551724137931,24.0,18.0,17.0,2.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method do_reduceTree - method recReduce,5.0,15.0,19.0,19.0,2.0,0.09523809523809523,22.0,17.0,17.0,2.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method _makeLit,36.0,16.0,139.0,127.0,5.0,0.03787878787878788,92.0,36.0,107.0,25.0,-0.0,0.0
HEAD,0,package chisel3 - class Vec - method _makeLit - method checkLiteralConstruction,15.0,12.0,43.0,40.0,1.0,0.024390243902439025,37.0,17.0,43.0,9.0,-0.0,1.0
HEAD,0,package chisel3 - object VecInit - method getConnectOpFromDirectionality,4.0,5.0,17.0,11.0,5.0,0.3125,7.0,3.0,12.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - object VecInit - macro method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object VecInit - method do_apply,1.0,0.0,17.0,10.0,7.0,0.4117647058823529,14.0,9.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - object VecInit - macro method apply,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object VecInit - method do_apply,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,-0.0,0.0
HEAD,0,package chisel3 - object VecInit - macro method tabulate,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
