commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package chisel3 - class ChiselEnum - object Type,3.0,25.0,26.0,0.0,0.0,3.0,4.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class ChiselEnum - class EnumRecord,4.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - object EnumMacros,14.0,1.0,15.0,0.0,0.0,22.0,19.0,2.0,0.09523809523809523,0.0,10.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - class UnsafeEnum,3.0,3.0,6.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package chisel3 - object UnsafeEnum,2.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package chisel3 - object suppressEnumCastWarning,6.0,0.0,6.0,0.0,0.0,9.0,9.0,1.0,0.1,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,-0.0,1.0
HEAD,1,package aop - object Select,155.0,2.0,155.0,0.0,0.0,549.0,351.0,166.0,0.32108317214700194,0.0,124.0,103.0,11.0,24.0,37.0,17.0,52.0,9.0,-0.0,1.0
HEAD,0,package aop - object Select - method instancesIn - <$anon: chisel3.internal.MacroGenerated>,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package aop - object Select - method instancesOf - <$anon: chisel3.internal.MacroGenerated>,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package aop - object Select - method definitionsIn - <$anon: chisel3.internal.MacroGenerated>,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package aop - object Select - method definitionsOf - <$anon: chisel3.internal.MacroGenerated>,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package aop - object Select - method ios - <$anon: chisel3.internal.MacroGenerated>,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package aop - object Select - trait Serializeable,1.0,5.0,6.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - trait Predicate,2.0,3.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - class When,8.0,2.0,9.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - class WhenNot,8.0,2.0,9.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - class PredicatedConnect,9.0,1.0,10.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - class Stop,7.0,1.0,8.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package aop - object Select - class Printf,8.0,1.0,9.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
HEAD,0,package phases - object Checks,26.0,2.0,28.0,3.0,0.0,33.0,27.0,6.0,0.18181818181818182,0.0,17.0,10.0,7.0,3.0,14.0,9.0,13.0,3.0,-0.0,1.0
HEAD,0,package docs - class VerilogMdocModifier,3.0,0.0,3.0,0.0,1.0,23.0,22.0,0.0,0.0,0.0,1.0,6.0,6.0,7.0,15.0,2.0,28.0,4.0,-0.0,1.0
HEAD,0,package stage - trait CIRCTOption,2.0,6.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stage - object PreserveAggregate,12.0,3.0,15.0,1.0,0.0,18.0,18.0,0.0,0.0,0.0,2.0,5.0,5.0,4.0,8.0,2.0,4.0,0.0,-0.0,1.0
HEAD,0,package stage - object PreserveAggregate - trait Type,0.0,13.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stage - object PreserveAggregate - object OneDimVec,2.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stage - object PreserveAggregate - object Vec,2.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stage - object PreserveAggregate - object All,2.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stage - class PreserveAggregate,5.0,3.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
