commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,0,package metals - class ProjectMetalsLspService - method withWillGenerateBspConfig,0.0,8.0,1.0,8.0,1.0,8.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method optFileSystemSemanticdbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method isMillBuildSc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method didChange,1.0,9.0,0.9,2.0,0.2,5.5,0.55
HEAD,0,package metals - class ProjectMetalsLspService - method didSave,1.0,11.0,0.8461538461538461,4.0,0.3076923076923077,7.5,0.5769230769230769
HEAD,0,package metals - class ProjectMetalsLspService - method onChange,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method onDelete,0.0,10.0,1.0,10.0,1.0,10.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method saveProjectReferencesInfo,2.0,13.0,0.8666666666666667,3.0,0.2,6.666666666666667,0.4444444444444445
HEAD,0,package metals - class ProjectMetalsLspService - method importBuild,3.0,11.0,0.55,6.0,0.3,7.5,0.375
HEAD,1,package metals - class ProjectMetalsLspService - method slowConnectToBuildServer,2.0,43.0,0.86,8.0,0.16,19.666666666666668,0.39333333333333337
HEAD,1,package metals - class ProjectMetalsLspService - method slowConnectToBuildServer - method useBuildToolBsp,1.0,4.0,0.6666666666666666,4.0,0.6666666666666666,4.0,0.6666666666666666
HEAD,0,package metals - class ProjectMetalsLspService - method slowConnectToBuildServer - method isSelected,0.0,6.0,1.0,6.0,1.0,6.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method slowConnectToBuildToolBsp,0.0,39.0,1.0,39.0,1.0,39.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method maybeChooseServer,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method generateBspAndConnect,0.0,12.0,1.0,12.0,1.0,12.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method maybeSetupScalaCli,1.0,9.0,1.0,4.0,0.4444444444444444,6.5,0.7222222222222222
HEAD,0,package metals - class ProjectMetalsLspService - method slowConnectToBloopServer,1.0,20.0,0.5555555555555556,20.0,0.5555555555555556,20.0,0.5555555555555556
HEAD,0,package metals - class ProjectMetalsLspService - method optProjectRoot,0.0,2.0,1.0,2.0,1.0,2.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method quickConnectToBuildServer,0.0,13.0,1.0,13.0,1.0,13.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method fullConnect,1.0,9.0,1.0,5.0,0.5555555555555556,7.0,0.7777777777777778
HEAD,0,package metals - class ProjectMetalsLspService - method onInitialized,4.0,5.0,0.7142857142857143,1.0,0.14285714285714285,2.2,0.31428571428571433
HEAD,0,package metals - class ProjectMetalsLspService - method updateBspJavaHome,1.0,39.0,0.8478260869565217,16.0,0.34782608695652173,27.5,0.5978260869565217
HEAD,0,package metals - class ProjectMetalsLspService - method maybeAmendScalaCliBspConfig,2.0,30.0,0.8823529411764706,5.0,0.14705882352941177,13.333333333333334,0.39215686274509803
HEAD,0,package metals - class ProjectMetalsLspService - method maybeAmendScalaCliBspConfig - method isScalaCli,1.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package metals - class ProjectMetalsLspService - method maybeAmendScalaCliBspConfig - method isScalaFile,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method didChangeWatchedFiles,3.0,16.0,0.47058823529411764,9.0,0.2647058823529412,11.5,0.3382352941176471
HEAD,0,package metals - class ProjectMetalsLspService - method restartBspServer,11.0,12.0,0.3,1.0,0.025,5.25,0.13125
HEAD,0,package metals - class ProjectMetalsLspService - method restartBspServer - method emitMessage,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method projectInfo,1.0,6.0,0.75,4.0,0.5,5.0,0.625
HEAD,0,package metals - class ProjectMetalsLspService - method getProjectsJavaInfo,3.0,14.0,0.7,4.0,0.2,8.0,0.4
HEAD,0,package metals - class ProjectMetalsLspService - method ammoniteStart,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method ammoniteStop,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method switchBspServer,1.0,11.0,0.8461538461538461,5.0,0.38461538461538464,8.0,0.6153846153846154
HEAD,0,package metals - class ProjectMetalsLspService - method resetPopupChoice,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method interactivePopupChoiceReset,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package metals - class ProjectMetalsLspService - method generateBspConfig,9.0,18.0,0.2727272727272727,4.0,0.06060606060606061,10.5,0.1590909090909091
