name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,388,22,366,5.670103092783505,2.1505376344086025
IsNested,1180,72,1108,6.101694915254238,7.038123167155426
HasNestedMethods,993,152,841,15.307150050352467,14.858260019550343
HasFunctions,5124,514,4610,10.031225604996097,50.24437927663734
IsFunction,35,0,35,0.0,0.0
HasFunctionParameters,737,102,635,13.83989145183175,9.970674486803519
HasHigherOrderCalls,4612,459,4153,9.952298352124892,44.868035190615835
HasFunctionCalls,850,115,735,13.529411764705882,11.241446725317692
HasCurrying,39,9,30,23.076923076923077,0.8797653958944283
HasPatternMatching,4019,418,3601,10.4005971634735,40.86021505376344
HasLazyValues,624,87,537,13.942307692307693,8.504398826979472
HasMultipleParameterLists,919,70,849,7.616974972796518,6.8426197458455515
FunctionalScoreBool,8025,689,7336,8.585669781931465,67.35092864125122
HasVariables,1319,100,1219,7.58150113722517,9.775171065493646
HasVariableDefinitions,290,26,264,8.96551724137931,2.541544477028348
HasInnerVariableAssignment,282,26,256,9.219858156028367,2.541544477028348
HasOuterVariableUsage,1037,79,958,7.618129218900675,7.722385141739981
HasOuterVariableAssignment,298,28,270,9.395973154362416,2.7370478983382207
HasSideEffects,4355,390,3965,8.955223880597014,38.12316715542522
IsSideEffect,2212,163,2049,7.368896925858952,15.933528836754643
HasSideEffectCalls,2747,255,2492,9.282854022570076,24.926686217008797
HasSideEffectFunctions,743,84,659,11.305518169582772,8.211143695014663
ImperativeScoreBool,4870,420,4450,8.624229979466119,41.05571847507331
HasPointsBool,9956,787,9169,7.904781036560868,76.93059628543499
ParadigmScoreBool,7017,465,6552,6.626763574176999,45.45454545454545
