name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,1020,13,1007,1.2745098039215685,6.5
IsNested,1347,19,1328,1.4105419450631032,9.5
HasNestedMethods,1397,37,1360,2.6485325697924123,18.5
HasFunctions,6522,88,6434,1.349279362158847,44.0
IsFunction,376,8,368,2.127659574468085,4.0
HasFunctionParameters,2874,33,2841,1.1482254697286012,16.5
HasHigherOrderCalls,5735,69,5666,1.2031386224934613,34.5
HasFunctionCalls,1856,30,1826,1.6163793103448276,15.0
HasCurrying,159,5,154,3.1446540880503147,2.5
HasPatternMatching,3472,65,3407,1.8721198156682026,32.5
HasLazyValues,9,0,9,0.0,0.0
HasMultipleParameterLists,3043,51,2992,1.675977653631285,25.5
FunctionalScoreBool,8602,124,8478,1.441525226691467,62.0
HasVariables,434,31,403,7.142857142857142,15.5
HasVariableDefinitions,311,26,285,8.360128617363344,13.0
HasInnerVariableAssignment,385,30,355,7.792207792207792,15.0
HasOuterVariableUsage,140,7,133,5.0,3.5000000000000004
HasOuterVariableAssignment,23,2,21,8.695652173913043,1.0
HasSideEffects,2749,67,2682,2.4372499090578392,33.5
IsSideEffect,225,15,210,6.666666666666667,7.5
HasSideEffectCalls,807,46,761,5.700123915737299,23.0
HasSideEffectFunctions,198,1,197,0.5050505050505051,0.5
ImperativeScoreBool,2814,69,2745,2.4520255863539444,34.5
HasPointsBool,8955,144,8811,1.6080402010050252,72.0
ParadigmScoreBool,6494,95,6399,1.4628888204496457,47.5
