name,count,precision,recall,mcc
Average stretch,8,33.22701011073664,57.4753278088721,0.3385907287023173
AvrParadigmEntropyBool,8,31.681574239713775,36.806930693069305,0.24041525545192982
AvrParadigmEntropyCount,8,31.270091041924243,30.85125448028674,0.23953445106478344
AvrParadigmEntropyFraction,8,22.916666666666668,10.298088632392648,0.0436120808507443
AvrParadigmGiniBool,8,12.573959784412477,49.63112131591825,0.0760605457361293
AvrParadigmGiniCount,8,12.808377689246067,46.841005759024355,0.06699957054474605
AvrParadigmGiniFraction,8,12.990298981330081,54.92524950401321,0.10039452780620944
Max stretch,8,33.22701011073664,57.4753278088721,0.3385907287023173
MaxParadigmEntropyBool,8,31.915573246842598,43.35258525852586,0.27699021474742946
MaxParadigmEntropyCount,8,30.98977542824359,39.632616487455195,0.26182312913138245
MaxParadigmEntropyFraction,8,31.13026819923372,8.453584856735382,0.07166230888603495
MaxParadigmGiniBool,8,15.284217856831964,57.50603648462862,0.15288857143003945
MaxParadigmGiniCount,8,15.284217856831964,55.09035373988357,0.1340890383056766
MaxParadigmGiniFraction,8,15.324418188616916,68.91388028272911,0.16387506757300196
Min stretch,8,33.22701011073664,57.4753278088721,0.3385907287023173
SumParadigmEntropyBool,8,31.915573246842598,41.408140814081406,0.27699021474742946
SumParadigmEntropyCount,8,31.190537551274616,37.96594982078853,0.2434658167017763
SumParadigmEntropyFraction,8,31.13026819923372,9.79296879512922,0.07166230888603495
SumParadigmGiniBool,8,21.122994652406415,46.930428336951344,0.18733011582091824
SumParadigmGiniCount,8,20.604415930325963,44.58919576168143,0.1769041286642748
SumParadigmGiniFraction,8,22.92497625830959,41.83727694803379,0.22005974100958814
Switch count,8,34.0196197166041,46.962271489692725,0.3173484391141887
