name,count,precision,recall,mcc
FunctionalScoreBool,8,22.695511606908806,52.83350628386947,0.17012139991684522
HasCurrying,8,26.370326509896806,29.854252946798347,0.0073165753203785
HasFunctionCalls,8,30.755569567044976,30.11983863312767,0.11272933431263345
HasFunctionParameters,8,25.254634927901122,24.198350893266145,0.09663474759843854
HasFunctions,8,22.773894636540994,48.46938775510204,0.12219472395054254
HasHigherOrderCalls,8,26.940501082131984,44.90003702332469,0.14853017188763384
HasInnerVariableAssignment,8,26.25,19.00726392251816,0.055430539578476094
HasLazyValues,8,40.745176314038595,19.712445003142676,0.1431126728813357
HasMultipleParameterLists,8,23.628490632732415,31.918096958747363,0.13138812101013364
HasNestedMethods,8,30.88022010834791,24.81551942811023,0.17490399017886776
HasOuterVariableAssignment,8,25.34638955502265,48.01919499408084,0.01601337198022575
HasOuterVariableUsage,8,35.08786411328784,28.692493946731233,0.1061997503487781
HasPatternMatching,8,27.00105596620908,43.079096045197744,0.1767024739587011
HasPointsBool,8,18.325194353231737,62.611500477859195,0.1458887246696413
HasSideEffectCalls,8,29.08816812959395,45.87299744601811,0.20154178608752835
HasSideEffectFunctions,8,38.76190476190476,16.34745476069677,0.1876751559638355
HasSideEffects,8,25.69359984208147,46.98756976154236,0.18489895294390313
HasVariableDefinitions,8,33.277404921700224,16.402116402116402,0.08531007266147665
HasVariables,8,35.296173805490575,30.825316842265995,0.15528208702810614
ImperativeScoreBool,8,25.28082549634274,47.46808955848503,0.16689722108857197
IsFunction,8,17.41190765492102,19.452786119452785,0.00757518329742585
IsNested,8,0.0,0.0,0.0
IsRecursive,8,28.155680224403927,46.49147330164943,0.0071819412498854
IsSideEffect,8,20.476190476190474,38.173065836504094,0.104251603180575
ParadigmScoreBool,8,14.483306501924153,54.83257229832572,0.029238753327213398
