name,tn,fp,fn,tp,r2,precision,recall,mcc
CountRecursiveCalls,726,4,287,5,-0.39520547945205453,55.55555555555556,1.7123287671232876,0.056301886115554915
CountNestedDepth,730,0,292,0,-0.3999999999999997,0.0,0.0,0.0
CountNestedMethods,698,32,250,42,-0.35205479452054766,56.75675675675676,14.383561643835616,0.17431422414673772
CountFunctions,610,120,192,100,-0.49589041095890374,45.45454545454545,34.24657534246575,0.19573785438690935
IsFunction,673,57,254,38,-0.4910958904109586,40.0,13.013698630136986,0.0809863679980171
CountFunctionParameters,637,93,244,48,-0.615753424657534,34.04255319148936,16.43835616438356,0.048450275320593296
CountHigherOrderCalls,624,106,189,103,-0.4143835616438354,49.282296650717704,35.273972602739725,0.23244714299821959
CountFunctionCalls,652,78,229,63,-0.4719178082191777,44.680851063829785,21.575342465753426,0.1426591439995247
CountCurrying,668,62,252,40,-0.5054794520547943,39.21568627450981,13.698630136986301,0.07845481320645672
CountPatternMatching,588,142,168,124,-0.4863013698630134,46.616541353383454,42.465753424657535,0.23693955110363696
CountLazyValues,719,11,283,9,-0.4095890410958902,45.0,3.0821917808219177,0.051378210935008585
CountParameterLists,689,41,263,29,-0.45753424657534225,41.42857142857143,9.931506849315069,0.07717436331412897
FunctionalScoreCount,581,149,169,123,-0.5246575342465751,45.220588235294116,42.12328767123288,0.22194439331843954
CountVariables,670,60,248,44,-0.4767123287671231,42.30769230769231,15.068493150684931,0.10234390641439056
CountVariableDefinitions,714,16,275,17,-0.39520547945205453,51.515151515151516,5.821917808219178,0.0927728191215867
CountInnerVariableAssignment,711,19,267,25,-0.3712328767123285,56.81818181818182,8.561643835616438,0.13262441674690514
CountOuterVariableUsage,682,48,261,31,-0.48150684931506826,39.24050632911392,10.616438356164384,0.06835694099899618
CountOuterVariableAssignment,622,108,250,42,-0.7164383561643832,28.000000000000004,14.383561643835616,-0.0052462306258700174
CountSideEffects,597,133,183,109,-0.5150684931506846,45.04132231404959,37.32876712328767,0.2030716132346332
IsSideEffect,620,110,218,74,-0.5726027397260272,40.21739130434783,25.34246575342466,0.12079816530777528
CountSideEffectCalls,591,139,163,129,-0.4479452054794517,48.134328358208954,44.178082191780824,0.25817429175538303
CountSideEffectFunctions,704,26,246,46,-0.30410958904109564,63.888888888888886,15.753424657534246,0.2152246208659701
ImperativeScoreCount,627,103,192,100,-0.4143835616438354,49.26108374384236,34.24657534246575,0.2280118196945597
HasPointsCount,219,511,44,248,-1.6609589041095885,32.674571805006586,84.93150684931507,0.1542970885590356
ParadigmScoreCount,364,366,128,164,-1.3684931506849312,30.943396226415093,56.16438356164384,0.05449569378586384
