commit,faults,path,SwitchCount,MaxStretch,MaxStretchNormalized,MinStretch,MinStretchNormalized,AvgStretch,AvgStretchNormalized
HEAD,6,package internal - class Scope,2.0,237.0,0.5880893300248139,18.0,0.04466501240694789,140.66666666666666,0.34904880066170385
HEAD,0,package internal - class Scope - method interruptWhen - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - class Scope - method lease - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package internal - object Scope,0.0,43.0,1.0,43.0,1.0,43.0,1.0
HEAD,0,package internal - object Scope - trait State,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package internal - object Scope - object State,0.0,27.0,1.0,27.0,1.0,27.0,1.0
HEAD,0,package internal - object Scope - object State - class Open,0.0,8.0,1.0,8.0,1.0,8.0,1.0
HEAD,0,package internal - object Scope - object State - class Closed,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - trait Permissions,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - class PosixPermissions,0.0,31.0,1.0,31.0,1.0,31.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermissions,1.0,26.0,0.6842105263157895,15.0,0.39473684210526316,20.5,0.5394736842105263
HEAD,0,package fs2 - package io - package file - trait PosixPermission,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission,0.0,11.0,1.0,11.0,1.0,11.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OwnerRead,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OwnerWrite,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OwnerExecute,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object GroupRead,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object GroupWrite,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object GroupExecute,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OthersRead,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OthersWrite,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package io - package file - object PosixPermission - object OthersExecute,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HEAD,0,package fs2 - package net - package tls - trait S2nConnection,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection,0.0,215.0,1.0,215.0,1.0,215.0,1.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - method apply - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - class ConnectionContext,0.0,5.0,1.0,5.0,1.0,5.0,1.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - class RecvCallbackContext,0.0,6.0,1.0,6.0,1.0,6.0,1.0
HEAD,0,package fs2 - package net - package tls - object S2nConnection - class SendCallbackContext,0.0,6.0,1.0,6.0,1.0,6.0,1.0
HEAD,0,package protocols - package pcapng - class Length,0.0,3.0,1.0,3.0,1.0,3.0,1.0
HEAD,0,package protocols - package ip - package udp - class Datagram,0.0,1.0,1.0,1.0,1.0,1.0,1.0
