name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,700,39,661,5.571428571428571,52.0
Max stretch,1639,67,1572,4.087858450274558,89.33333333333333
Min stretch,1639,67,1572,4.087858450274558,89.33333333333333
Average stretch,1639,67,1572,4.087858450274558,89.33333333333333
parParadigmEntropyBool,122,4,118,3.278688524590164,5.333333333333334
parParadigmGiniBool,1803,13,1790,0.7210205213533,17.333333333333336
parParadigmEntropyCount,121,4,117,3.3057851239669422,5.333333333333334
parParadigmGiniCount,1803,13,1790,0.7210205213533,17.333333333333336
parParadigmEntropyFraction,16,0,16,0.0,0.0
parParadigmGiniFraction,2312,28,2284,1.2110726643598615,37.333333333333336
