name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,1108,169,939,15.252707581227437,33.86773547094188
Max stretch,3653,370,3283,10.128661374212976,74.14829659318637
Min stretch,3653,370,3283,10.128661374212976,74.14829659318637
Average stretch,3653,370,3283,10.128661374212976,74.14829659318637
parParadigmEntropyBool,1129,161,968,14.260407440212578,32.26452905811623
parParadigmGiniBool,3856,298,3558,7.728215767634855,59.719438877755515
parParadigmEntropyCount,1109,157,952,14.156898106402164,31.462925851703403
parParadigmGiniCount,3840,295,3545,7.682291666666667,59.118236472945895
parParadigmEntropyFraction,163,18,145,11.042944785276074,3.6072144288577155
parParadigmGiniFraction,4996,355,4641,7.105684547638111,71.14228456913828
