name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,2923,434,2489,14.84775915155662,34.335443037974684
Max stretch,8424,900,7524,10.683760683760683,71.20253164556962
Min stretch,8424,900,7524,10.683760683760683,71.20253164556962
Average stretch,8424,900,7524,10.683760683760683,71.20253164556962
parParadigmEntropyBool,3053,482,2571,15.787749754339995,38.13291139240506
parParadigmGiniBool,12514,746,11768,5.96132331788397,59.01898734177215
parParadigmEntropyCount,3015,474,2541,15.72139303482587,37.5
parParadigmGiniCount,12476,738,11738,5.915357486373838,58.38607594936709
parParadigmEntropyFraction,448,43,405,9.598214285714286,3.401898734177215
parParadigmGiniFraction,13205,666,12539,5.043544112078758,52.68987341772152
