name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
Average stretch,9,12.375476119552681,12.233245894884917,79.27242980646874,11.443835691109218
Max stretch,9,12.375476119552681,12.233245894884917,79.27242980646874,11.443835691109218
Min stretch,9,12.375707930310808,12.233232225508965,79.27242980646874,11.443835691109218
Switch count,9,15.395075565745751,13.751114361293405,48.64047542609608,17.491656049612367
parParadigmEntropyBool,9,14.047192868045787,12.003424314482514,30.228693669880144,20.689823981804317
parParadigmEntropyCount,9,14.120148065176398,11.626295992687597,29.22790629644227,21.168359998021888
parParadigmEntropyFraction,9,6.4627642917188775,7.842378391207032,2.166910622381993,3.18693273902997
parParadigmGiniBool,9,6.448925540741395,6.748870994454502,49.26251618374245,24.521720155686676
parParadigmGiniCount,9,6.364518058806195,6.708200573291004,48.28849451940653,24.882981283169762
parParadigmGiniFraction,9,6.814104552077871,8.264243953772578,54.090138387891294,21.185176985203555
