name,count,percentage_faulty,percentage_total_faults
Average stretch,9,10.683760683760685,73.98373983739837
Max stretch,9,10.683760683760685,73.98373983739837
Min stretch,9,10.683760683760685,73.98373983739837
Switch count,9,13.717306622148024,52.0
parParadigmEntropyBool,9,9.181141439205955,30.08130081300813
parParadigmEntropyCount,9,11.72161172161172,26.01626016260163
parParadigmEntropyFraction,9,1.5151515151515151,0.4536616979909267
parParadigmGiniBool,9,4.408873911822521,47.28033472803347
parParadigmGiniCount,9,4.04191616766467,47.28033472803347
parParadigmGiniFraction,9,4.506279241566117,50.40650406504065
