name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,450,73,377,16.22222222222222,62.93103448275862
Max stretch,729,109,620,14.951989026063101,93.96551724137932
Min stretch,729,109,620,14.951989026063101,93.96551724137932
Average stretch,729,109,620,14.951989026063101,93.96551724137932
parParadigmEntropyBool,237,41,196,17.29957805907173,35.3448275862069
parParadigmGiniBool,653,45,608,6.891271056661561,38.793103448275865
parParadigmEntropyCount,237,41,196,17.29957805907173,35.3448275862069
parParadigmGiniCount,660,45,615,6.8181818181818175,38.793103448275865
parParadigmEntropyFraction,106,11,95,10.377358490566039,9.482758620689655
parParadigmGiniFraction,779,51,728,6.546854942233633,43.96551724137931
