name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,182,87,95,47.8021978021978,1.3233951931852754
IsNested,21,21,0,100.0,0.31944021904472164
HasNestedMethods,769,629,140,81.79453836150844,9.56799513233952
HasFunctions,6583,4320,2263,65.62357587725961,65.71341648919989
IsFunction,737,400,337,54.27408412483039,6.084575600851841
HasFunctionParameters,1325,981,344,74.0377358490566,14.922421661089139
HasHigherOrderCalls,5788,4005,1783,69.19488597097443,60.921813203529055
HasFunctionCalls,1205,907,298,75.26970954356847,13.79677517493155
HasCurrying,411,149,262,36.25304136253041,2.2665044113173103
HasPatternMatching,4256,3412,844,80.16917293233082,51.9014298752662
HasLazyValues,1241,1080,161,87.02659145850122,16.42835412229997
HasMultipleParameterLists,3118,2548,570,81.71905067350866,38.75874657742622
FunctionalScoreBool,8283,5441,2842,65.68876011107086,82.76543961058717
HasVariables,267,200,67,74.90636704119851,3.0422878004259206
HasVariableDefinitions,71,62,9,87.32394366197182,0.9431092181320353
HasInnerVariableAssignment,131,97,34,74.04580152671755,1.4755095832065714
HasOuterVariableUsage,209,150,59,71.77033492822966,2.2817158503194404
HasOuterVariableAssignment,151,109,42,72.18543046357617,1.6580468512321267
HasSideEffects,1540,1169,371,75.9090909090909,17.782172193489505
IsSideEffect,872,610,262,69.95412844036697,9.278977791299056
HasSideEffectCalls,927,718,209,77.45415318230853,10.921813203529055
HasSideEffectFunctions,380,323,57,85.0,4.913294797687861
ImperativeScoreBool,1599,1222,377,76.42276422764228,18.58837846060237
HasPointsBool,8475,5485,2990,64.71976401179941,83.43474292668085
ParadigmScoreBool,8224,5344,2880,64.98054474708171,81.28993002738059
