name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,9,27.6506696567255,23.90749338434702,57.743502725061035,21.28412429884785
CommentLinesOfCode,9,27.6506696567255,23.90749338434702,57.743502725061035,21.28412429884785
CouplingBetweenObjects,9,12.22679340573841,12.689510776669023,99.67579701791047,0.5973665545358366
CyclomaticComplexity,9,17.884904130471686,17.92166324629562,86.00530334124754,9.304482025546758
DepthOfInheritance,9,10.109683989825871,9.705895943666809,56.19258113644956,14.92456068008243
DepthOfNesting,9,31.147523097999,24.408489501476833,52.43802297887397,15.193323691073356
FanIn,9,12.51053537096353,12.433579310562838,87.85875917736206,9.29318152096772
FanOut,9,12.50677466081273,12.839675751569164,99.50615117934954,0.7409313790911349
LackOfCohesionInMethods,9,17.622861770466002,17.725513668738657,57.72735460089128,15.963324421649197
LinesOfCode,9,12.186316479623926,12.667276510626111,100.0,0.0
NumberOfChildren,9,13.170172299216125,10.542854269452056,24.363826923445377,11.407330516428921
NumberOfPatternVariables,9,32.68982036297796,24.847892307008756,47.060664729706104,12.015747195054221
OutDegree,9,18.987704251459334,18.197313902163724,82.94302480809458,9.63091409067536
OutDegreeDistinct,9,18.987704251459334,18.197313902163724,82.94302480809458,9.63091409067536
ParadigmGiniFraction,9,17.880528425571484,17.636273033925008,71.9712101653755,11.809701708365974
PatternSize,9,31.147523097999,24.408489501476833,52.43802297887397,15.193323691073356
ResponseForClass,9,17.04138370679847,17.37714886474021,90.54388124082534,6.410226180089197
SourceLinesOfCode,9,12.186316479623926,12.667276510626111,100.0,0.0
WeightedMethodCount,9,17.861463435160694,17.916132020565183,85.89566974921014,9.278126544975965
