name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,7765,852,6913,10.972311654861558,99.41656942823805
FanIn,6279,722,5557,11.498646281254977,84.24737456242707
CouplingBetweenObjects,7985,857,7128,10.732623669380088,100.0
DepthOfInheritance,5879,635,5244,10.801156659295799,74.09568261376897
LackOfCohesionInMethods,3200,580,2620,18.125,67.67794632438739
LinesOfCode,7996,857,7139,10.717858929464732,100.0
SourceLinesOfCode,7996,857,7139,10.717858929464732,100.0
CommentLinesOfCode,2707,613,2094,22.64499445881049,71.52858809801633
CommentDensity,2707,613,2094,22.64499445881049,71.52858809801633
NumberOfChildren,1640,178,1462,10.853658536585366,20.770128354725788
ResponseForClass,4971,768,4203,15.449607724803863,89.61493582263711
WeightedMethodCount,4462,707,3755,15.844912595248767,82.49708284714119
CyclomaticComplexity,4463,708,3755,15.863768765404437,82.61376896149358
DepthOfNesting,1191,413,778,34.67674223341729,48.19136522753792
OutDegree,3616,668,2948,18.47345132743363,77.94632438739791
OutDegreeDistinct,3616,668,2948,18.47345132743363,77.94632438739791
PatternSize,1191,413,778,34.67674223341729,48.19136522753792
NumberOfPatternVariables,1098,389,709,35.428051001821494,45.39089848308051
ParadigmGiniFraction,3668,617,3051,16.82115594329335,71.9953325554259
