name,count,percentage_faulty,percentage_total_faults
CommentDensity,9,22.27488151658768,58.06451612903226
CommentLinesOfCode,9,22.27488151658768,58.06451612903226
CouplingBetweenObjects,9,7.9751883030571555,100.0
CyclomaticComplexity,9,11.84573002754821,85.0574712643678
DepthOfInheritance,9,8.00299177262528,54.83870967741935
DepthOfNesting,9,23.40966921119593,51.72413793103448
FanIn,9,7.579462102689487,88.11881188118812
FanOut,9,8.604206500956023,100.0
LackOfCohesionInMethods,9,10.743061772605191,64.35643564356435
LinesOfCode,9,7.950530035335689,100.0
NumberOfChildren,9,9.97830802603037,20.770128354725788
NumberOfPatternVariables,9,27.450980392156865,46.774193548387096
OutDegree,9,12.986003110419908,82.45614035087719
OutDegreeDistinct,9,12.986003110419908,82.45614035087719
ParadigmGiniFraction,9,13.496932515337424,71.9298245614035
PatternSize,9,23.40966921119593,51.72413793103448
ResponseForClass,9,11.16100064143682,89.61493582263711
SourceLinesOfCode,9,7.950530035335689,100.0
WeightedMethodCount,9,11.720356408498972,85.0574712643678
