name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
Average stretch,9,16.430899531908146,16.65729054320917,91.05967686393745,5.860636482046886
AvrParadigmEntropyBool,9,34.00301137881767,23.18724442112735,43.99833513783148,21.46065850150184
AvrParadigmEntropyCount,9,33.32500430349169,22.823909131753858,42.16167380162978,21.795111190751292
AvrParadigmEntropyFraction,9,28.499073097130104,24.06892576492741,6.641676200908073,8.335355010121784
AvrParadigmGiniBool,9,18.83190321937731,17.724352884289935,70.89309516110612,14.973413447033778
AvrParadigmGiniCount,9,18.783147234609544,17.67346504684986,70.5472401063071,14.98918839826734
AvrParadigmGiniFraction,9,17.880528425571484,17.636273033925008,71.9712101653755,11.809701708365974
Max stretch,9,16.430899531908146,16.65729054320917,91.05967686393745,5.860636482046886
MaxParadigmEntropyBool,9,34.00301137881767,23.18724442112735,43.99833513783148,21.46065850150184
MaxParadigmEntropyCount,9,33.32500430349169,22.823909131753858,42.16167380162978,21.795111190751292
MaxParadigmEntropyFraction,9,28.499073097130104,24.06892576492741,6.641676200908073,8.335355010121784
MaxParadigmGiniBool,9,18.83190321937731,17.724352884289935,70.89309516110612,14.973413447033778
MaxParadigmGiniCount,9,18.783147234609544,17.67346504684986,70.5472401063071,14.98918839826734
MaxParadigmGiniFraction,9,17.880528425571484,17.636273033925008,71.9712101653755,11.809701708365974
Min stretch,9,16.430899531908146,16.65729054320917,91.05967686393745,5.860636482046886
SumParadigmEntropyBool,9,34.00301137881767,23.18724442112735,43.99833513783148,21.46065850150184
SumParadigmEntropyCount,9,33.32500430349169,22.823909131753858,42.16167380162978,21.795111190751292
SumParadigmEntropyFraction,9,28.499073097130104,24.06892576492741,6.641676200908073,8.335355010121784
SumParadigmGiniBool,9,18.83190321937731,17.724352884289935,70.89309516110612,14.973413447033778
SumParadigmGiniCount,9,18.783147234609544,17.67346504684986,70.5472401063071,14.98918839826734
SumParadigmGiniFraction,9,17.880528425571484,17.636273033925008,71.9712101653755,11.809701708365974
Switch count,9,27.34424550825875,23.126976028637735,69.1194954396607,20.04351537891195
