name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,1926,554,1372,28.76427829698858,64.6441073512252
Max stretch,4613,759,3854,16.45350097550401,88.56476079346558
Min stretch,4613,759,3854,16.45350097550401,88.56476079346558
Average stretch,4613,759,3854,16.45350097550401,88.56476079346558
AvrParadigmEntropyBool,1197,412,785,34.41938178780284,48.07467911318553
AvrParadigmGiniBool,3662,642,3020,17.531403604587656,74.9124854142357
MaxParadigmEntropyBool,1197,412,785,34.41938178780284,48.07467911318553
MaxParadigmGiniBool,3662,642,3020,17.531403604587656,74.9124854142357
SumParadigmEntropyBool,1197,412,785,34.41938178780284,48.07467911318553
SumParadigmGiniBool,3662,642,3020,17.531403604587656,74.9124854142357
AvrParadigmEntropyCount,1187,407,780,34.28812131423757,47.49124854142357
AvrParadigmGiniCount,3656,638,3018,17.450765864332602,74.44574095682613
MaxParadigmEntropyCount,1187,407,780,34.28812131423757,47.49124854142357
MaxParadigmGiniCount,3656,638,3018,17.450765864332602,74.44574095682613
SumParadigmEntropyCount,1187,407,780,34.28812131423757,47.49124854142357
SumParadigmGiniCount,3656,638,3018,17.450765864332602,74.44574095682613
AvrParadigmEntropyFraction,204,83,121,40.68627450980392,9.684947491248542
AvrParadigmGiniFraction,3668,617,3051,16.82115594329335,71.9953325554259
MaxParadigmEntropyFraction,204,83,121,40.68627450980392,9.684947491248542
MaxParadigmGiniFraction,3668,617,3051,16.82115594329335,71.9953325554259
SumParadigmEntropyFraction,204,83,121,40.68627450980392,9.684947491248542
SumParadigmGiniFraction,3668,617,3051,16.82115594329335,71.9953325554259
