name,count,percentage_faulty,percentage_total_faults
Average stretch,9,10.685608400247066,91.95402298850574
AvrParadigmEntropyBool,9,29.411764705882355,46.11111111111112
AvrParadigmEntropyCount,9,28.57142857142857,40.55555555555556
AvrParadigmEntropyFraction,9,27.77777777777778,3.225806451612903
AvrParadigmGiniBool,9,14.425162689804772,73.88888888888889
AvrParadigmGiniCount,9,14.23841059602649,71.66666666666667
AvrParadigmGiniFraction,9,13.496932515337424,71.9298245614035
Max stretch,9,10.685608400247066,91.95402298850574
MaxParadigmEntropyBool,9,29.411764705882355,46.11111111111112
MaxParadigmEntropyCount,9,28.57142857142857,40.55555555555556
MaxParadigmEntropyFraction,9,27.77777777777778,3.225806451612903
MaxParadigmGiniBool,9,14.425162689804772,73.88888888888889
MaxParadigmGiniCount,9,14.23841059602649,71.66666666666667
MaxParadigmGiniFraction,9,13.496932515337424,71.9298245614035
Min stretch,9,10.685608400247066,91.95402298850574
SumParadigmEntropyBool,9,29.411764705882355,46.11111111111112
SumParadigmEntropyCount,9,28.57142857142857,40.55555555555556
SumParadigmEntropyFraction,9,27.77777777777778,3.225806451612903
SumParadigmGiniBool,9,14.425162689804772,73.88888888888889
SumParadigmGiniCount,9,14.23841059602649,71.66666666666667
SumParadigmGiniFraction,9,13.496932515337424,71.9298245614035
Switch count,9,16.748768472906402,71.28712871287128
