name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,384,162,222,42.1875,43.31550802139038
Max stretch,1174,307,867,26.14991482112436,82.0855614973262
Min stretch,1174,307,867,26.14991482112436,82.0855614973262
Average stretch,1174,307,867,26.14991482112436,82.0855614973262
AvrParadigmEntropyBool,203,110,93,54.187192118226605,29.411764705882355
AvrParadigmGiniBool,633,217,416,34.28120063191153,58.02139037433155
MaxParadigmEntropyBool,203,110,93,54.187192118226605,29.411764705882355
MaxParadigmGiniBool,633,217,416,34.28120063191153,58.02139037433155
SumParadigmEntropyBool,203,110,93,54.187192118226605,29.411764705882355
SumParadigmGiniBool,633,217,416,34.28120063191153,58.02139037433155
AvrParadigmEntropyCount,203,110,93,54.187192118226605,29.411764705882355
AvrParadigmGiniCount,633,217,416,34.28120063191153,58.02139037433155
MaxParadigmEntropyCount,203,110,93,54.187192118226605,29.411764705882355
MaxParadigmGiniCount,633,217,416,34.28120063191153,58.02139037433155
SumParadigmEntropyCount,203,110,93,54.187192118226605,29.411764705882355
SumParadigmGiniCount,633,217,416,34.28120063191153,58.02139037433155
AvrParadigmEntropyFraction,19,7,12,36.84210526315789,1.8716577540106951
AvrParadigmGiniFraction,801,243,558,30.337078651685395,64.97326203208557
MaxParadigmEntropyFraction,19,7,12,36.84210526315789,1.8716577540106951
MaxParadigmGiniFraction,801,243,558,30.337078651685395,64.97326203208557
SumParadigmEntropyFraction,19,7,12,36.84210526315789,1.8716577540106951
SumParadigmGiniFraction,801,243,558,30.337078651685395,64.97326203208557
