name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,944,147,797,15.572033898305085,81.66666666666667
Max stretch,1619,173,1446,10.685608400247066,96.11111111111111
Min stretch,1619,173,1446,10.685608400247066,96.11111111111111
Average stretch,1619,173,1446,10.685608400247066,96.11111111111111
AvrParadigmEntropyBool,401,83,318,20.698254364089774,46.111111111111114
AvrParadigmGiniBool,922,133,789,14.425162689804772,73.88888888888889
MaxParadigmEntropyBool,401,83,318,20.698254364089774,46.111111111111114
MaxParadigmGiniBool,922,133,789,14.425162689804772,73.88888888888889
SumParadigmEntropyBool,401,83,318,20.698254364089774,46.111111111111114
SumParadigmGiniBool,922,133,789,14.425162689804772,73.88888888888889
AvrParadigmEntropyCount,365,73,292,20.0,40.55555555555556
AvrParadigmGiniCount,906,129,777,14.23841059602649,71.66666666666667
MaxParadigmEntropyCount,365,73,292,20.0,40.55555555555556
MaxParadigmGiniCount,906,129,777,14.23841059602649,71.66666666666667
SumParadigmEntropyCount,365,73,292,20.0,40.55555555555556
SumParadigmGiniCount,906,129,777,14.23841059602649,71.66666666666667
AvrParadigmEntropyFraction,99,13,86,13.131313131313133,7.222222222222221
AvrParadigmGiniFraction,978,132,846,13.496932515337424,73.33333333333333
MaxParadigmEntropyFraction,99,13,86,13.131313131313133,7.222222222222221
MaxParadigmGiniFraction,978,132,846,13.496932515337424,73.33333333333333
SumParadigmEntropyFraction,99,13,86,13.131313131313133,7.222222222222221
SumParadigmGiniFraction,978,132,846,13.496932515337424,73.33333333333333
