name,count,precision,recall,mcc
baseline,9,31.732315112540192,67.16417910447761,0.3671548770717087
control,9,38.70967741935484,91.82233291822332,0.5436835424615667
univariate,9,40.41811846689895,89.86486486486487,0.5505981505663317
