name,count,precision,recall,mcc
CountCurrying,8,19.179657551750573,15.350011609008593,0.007477480041125
CountFunctionCalls,8,30.150090999147608,29.977456098718555,0.11383144351901936
CountFunctionParameters,8,24.10265997222519,24.198350893266145,0.09342384983655495
CountFunctions,8,25.56118766567883,41.970458830923945,0.14541497213894516
CountHigherOrderCalls,8,29.7768268301997,41.16068122917438,0.14620641806414242
CountInnerVariableAssignment,8,28.61910721735503,12.91257243638196,0.08906331527112955
CountLazyValues,8,40.993788819875775,18.746071653048396,0.1416977232357429
CountNestedDepth,8,0.0,0.0,0.0
CountNestedMethods,8,28.354734020036688,19.85777164630141,0.15542448300212952
CountOuterVariableAssignment,8,25.63536339686967,57.245239589872355,0.00398161246289725
CountOuterVariableUsage,8,30.16519311307585,27.983515207801254,0.09163680685315685
CountParameterLists,8,23.21024055229945,31.918096958747363,0.1302287993602956
CountPatternMatching,8,26.71690503356595,37.64124293785311,0.17719457984624404
CountRecursiveCalls,8,26.472919016123626,21.566931857488758,0.01700348069900115
CountSideEffectCalls,8,34.34169764560099,38.18903649412124,0.21526372475497346
CountSideEffectFunctions,8,38.119850187265925,15.730170810079485,0.1849527838657074
CountSideEffects,8,32.43627982646421,40.41117388575016,0.19998513389214223
CountVariableDefinitions,8,27.676052624640775,20.20062262193013,0.08007668661742005
CountVariables,8,30.79712035056602,29.130401588028704,0.15702784658696428
FunctionalScoreCount,8,26.038508003624287,44.21578978730694,0.18395906369656015
HasPointsCount,8,18.344604006787733,62.611500477859195,0.1458887246696413
ImperativeScoreCount,8,32.19049781461089,39.75727139568947,0.21027337232660437
IsFunction,8,17.41190765492102,19.452786119452785,0.00757518329742585
IsSideEffect,8,20.476190476190474,38.173065836504094,0.104251603180575
ParadigmScoreCount,8,14.810254453486351,54.83257229832572,0.029238753327213398
