name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,47,14,33,29.78723404255319,8.13953488372093
IsNested,1,0,1,0.0,0.0
HasNestedMethods,216,62,154,28.703703703703702,36.04651162790697
HasFunctions,691,138,553,19.971056439942114,80.23255813953489
IsFunction,26,4,22,15.384615384615385,2.3255813953488373
HasFunctionParameters,279,68,211,24.372759856630825,39.53488372093023
HasHigherOrderCalls,578,123,455,21.280276816608996,71.51162790697676
HasFunctionCalls,272,75,197,27.573529411764707,43.604651162790695
HasCurrying,51,26,25,50.98039215686274,15.11627906976744
HasPatternMatching,365,88,277,24.10958904109589,51.162790697674424
HasLazyValues,45,21,24,46.666666666666664,12.209302325581394
HasMultipleParameterLists,681,115,566,16.886930983847286,66.86046511627907
FunctionalScoreBool,1062,152,910,14.312617702448211,88.37209302325581
HasVariables,217,38,179,17.51152073732719,22.093023255813954
HasVariableDefinitions,143,31,112,21.678321678321677,18.023255813953487
HasInnerVariableAssignment,145,29,116,20.0,16.86046511627907
HasOuterVariableUsage,121,14,107,11.570247933884298,8.13953488372093
HasOuterVariableAssignment,74,11,63,14.864864864864865,6.395348837209303
HasSideEffects,508,90,418,17.716535433070867,52.32558139534884
IsSideEffect,251,31,220,12.350597609561753,18.023255813953487
HasSideEffectCalls,366,64,302,17.48633879781421,37.2093023255814
HasSideEffectFunctions,79,30,49,37.9746835443038,17.441860465116278
ImperativeScoreBool,519,93,426,17.91907514450867,54.06976744186046
HasPointsBool,1152,158,994,13.715277777777779,91.86046511627907
ParadigmScoreBool,1011,141,870,13.94658753709199,81.97674418604652
