commit,faults,path,Switch count,Max stretch,Min stretch,Average stretch,AvrParadigmEntropyBool,AvrParadigmGiniBool,MaxParadigmEntropyBool,MaxParadigmGiniBool,SumParadigmEntropyBool,SumParadigmGiniBool,AvrParadigmEntropyCount,AvrParadigmGiniCount,MaxParadigmEntropyCount,MaxParadigmGiniCount,SumParadigmEntropyCount,SumParadigmGiniCount,AvrParadigmEntropyFraction,AvrParadigmGiniFraction,MaxParadigmEntropyFraction,MaxParadigmGiniFraction,SumParadigmEntropyFraction,SumParadigmGiniFraction
HEAD,0,package automl - object FindBestModel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package automl - trait FindBestModelParams,0.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package automl - class FindBestModel,2.0,70.0,70.0,70.0,0.16666666666666666,0.9166666666666666,1.0,1.0,1.0,5.5,0.1618250990757781,0.9133333333333334,0.9709505944546686,1.0,0.9709505944546686,5.48,-0.0,1.0,-0.0,1.0,-0.0,6.0
HEAD,0,package automl - trait HasBestModel,0.0,9.0,9.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0
HEAD,0,package automl - class BestModel,1.0,56.0,56.0,56.0,-0.0,1.0,-0.0,1.0,-0.0,11.0,-0.0,1.0,-0.0,1.0,-0.0,11.0,-0.0,1.0,-0.0,1.0,-0.0,11.0
HEAD,0,package automl - object BestModel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package onnx - object ONNXUtils,39.0,340.0,340.0,340.0,0.3768967290011852,0.25134156378600825,1.0,1.0,5.653450935017778,3.7701234567901234,0.3352867474399292,0.22524887398674698,0.9975025463691153,1.0,5.029301211598938,3.3787331098012046,-0.0,0.8666666666666667,-0.0,1.0,-0.0,13.0
HEAD,0,package onnx - object ONNXUtils - class AugmentedProtocolStringList,0.0,6.0,6.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package onnx - object ONNXUtils - class AugmentedNodeProto,0.0,9.0,9.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0
HEAD,1,package causal - class DoubleMLEstimator,4.0,211.0,211.0,211.0,0.4323934896284056,0.7048611111111112,0.9182958340544896,1.0,1.7295739585136225,2.8194444444444446,0.39791819464558187,0.6862244897959184,1.0,1.0,1.5916727785823275,2.7448979591836737,-0.0,1.0,-0.0,1.0,-0.0,4.0
HEAD,0,package causal - object DoubleMLEstimator,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package causal - class DoubleMLModel,1.0,53.0,53.0,53.0,-0.0,1.0,-0.0,1.0,-0.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,9.0
HEAD,0,package causal - object DoubleMLModel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package causal - trait HasTreatmentCol,0.0,9.0,9.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0
HEAD,0,package causal - trait HasOutcomeCol,0.0,9.0,9.0,9.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0,-0.0,1.0,-0.0,1.0,-0.0,2.0
HEAD,1,package causal - trait DoubleMLParams,2.0,108.0,108.0,108.0,0.07652465283787413,0.6203703703703703,0.9182958340544896,1.0,0.9182958340544896,7.444444444444445,0.05416853513736284,0.6064814814814815,0.6500224216483541,1.0,0.6500224216483541,7.277777777777778,-0.0,0.8333333333333334,-0.0,1.0,-0.0,10.0
HEAD,1,package causal - trait DoubleMLParams - object TreatmentTypes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package isolationforest - object IsolationForest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package isolationforest - class IsolationForest,0.0,21.0,21.0,21.0,-0.0,1.0,-0.0,1.0,-0.0,3.0,-0.0,1.0,-0.0,1.0,-0.0,3.0,-0.0,1.0,-0.0,1.0,-0.0,3.0
HEAD,1,package isolationforest - class IsolationForestModel,1.0,24.0,24.0,24.0,-0.0,1.0,-0.0,1.0,-0.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,5.0,-0.0,1.0,-0.0,1.0,-0.0,5.0
HEAD,0,package isolationforest - object IsolationForestModel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http - object SimpleHTTPTransformer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
