name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,22,0,22,0.0,0.0
IsNested,129,4,125,3.10077519379845,5.333333333333334
HasNestedMethods,172,14,158,8.13953488372093,18.666666666666668
HasFunctions,957,38,919,3.9707419017763845,50.66666666666667
IsFunction,84,2,82,2.380952380952381,2.666666666666667
HasFunctionParameters,324,12,312,3.7037037037037033,16.0
HasHigherOrderCalls,725,28,697,3.8620689655172415,37.333333333333336
HasFunctionCalls,134,2,132,1.4925373134328357,2.666666666666667
HasCurrying,46,0,46,0.0,0.0
HasPatternMatching,559,38,521,6.797853309481217,50.66666666666667
HasLazyValues,86,2,84,2.3255813953488373,2.666666666666667
HasMultipleParameterLists,691,39,652,5.643994211287988,52.0
FunctionalScoreBool,1647,65,1582,3.9465695203400117,86.66666666666667
HasVariables,74,2,72,2.7027027027027026,2.666666666666667
HasVariableDefinitions,27,2,25,7.4074074074074066,2.666666666666667
HasInnerVariableAssignment,40,4,36,10.0,5.333333333333334
HasOuterVariableUsage,45,0,45,0.0,0.0
HasOuterVariableAssignment,28,0,28,0.0,0.0
HasSideEffects,168,3,165,1.7857142857142856,4.0
IsSideEffect,43,0,43,0.0,0.0
HasSideEffectCalls,140,4,136,2.857142857142857,5.333333333333334
HasSideEffectFunctions,8,2,6,25.0,2.666666666666667
ImperativeScoreBool,179,5,174,2.793296089385475,6.666666666666667
HasPointsBool,1704,66,1638,3.873239436619718,88.0
ParadigmScoreBool,1582,62,1520,3.919089759797725,82.66666666666667
