name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,380,39,341,10.263157894736842,3.0854430379746836
IsNested,474,36,438,7.59493670886076,2.848101265822785
HasNestedMethods,739,167,572,22.59810554803789,13.212025316455698
HasFunctions,4393,543,3850,12.360573639881629,42.958860759493675
IsFunction,508,70,438,13.779527559055119,5.537974683544303
HasFunctionParameters,847,67,780,7.910271546635183,5.3006329113924044
HasHigherOrderCalls,3446,430,3016,12.478235635519443,34.01898734177215
HasFunctionCalls,649,106,543,16.33281972265023,8.38607594936709
HasCurrying,238,49,189,20.588235294117645,3.8765822784810124
HasPatternMatching,2473,399,2074,16.13424989890821,31.56645569620253
HasLazyValues,333,67,266,20.12012012012012,5.3006329113924044
HasMultipleParameterLists,793,31,762,3.909205548549811,2.45253164556962
FunctionalScoreBool,6813,769,6044,11.287244972846029,60.83860759493671
HasVariables,2797,354,2443,12.656417590275296,28.00632911392405
HasVariableDefinitions,407,68,339,16.707616707616708,5.379746835443038
HasInnerVariableAssignment,453,58,395,12.803532008830022,4.588607594936709
HasOuterVariableUsage,2584,344,2240,13.312693498452013,27.21518987341772
HasOuterVariableAssignment,1312,220,1092,16.76829268292683,17.405063291139243
HasSideEffects,6867,691,6176,10.062618319499053,54.66772151898734
IsSideEffect,4970,439,4531,8.832997987927566,34.73101265822785
HasSideEffectCalls,5538,651,4887,11.755146262188516,51.50316455696202
HasSideEffectFunctions,705,149,556,21.134751773049647,11.787974683544304
ImperativeScoreBool,7399,713,6686,9.636437356399513,56.40822784810127
HasPointsBool,11159,1000,10159,8.961376467425398,79.11392405063292
ParadigmScoreBool,8106,518,7588,6.390328151986183,40.98101265822785
