name,count,percentage_faulty,percentage_total_faults
FunctionalScoreBool,9,11.287244972846027,66.66666666666666
HasCurrying,8,12.857142857142858,2.6845597959569245
HasFunctionCalls,9,15.68627450980392,5.970149253731343
HasFunctionParameters,9,7.910271546635183,5.3006329113924044
HasFunctions,9,12.360573639881627,46.55172413793103
HasHigherOrderCalls,9,12.478235635519445,43.96551724137931
HasInnerVariableAssignment,9,12.803532008830022,4.310344827586207
HasLazyValues,9,13.953488372093023,2.666666666666667
HasMultipleParameterLists,9,6.382978723404255,24.390243902439025
HasNestedMethods,9,13.725490196078432,13.821138211382117
HasOuterVariableAssignment,9,4.166666666666666,0.8130081300813009
HasOuterVariableUsage,9,5.681818181818182,4.310344827586207
HasPatternMatching,9,16.13424989890821,32.52032520325203
HasPointsBool,9,8.961376467425398,79.11392405063292
HasSideEffectCalls,9,11.755146262188516,32.52032520325203
HasSideEffectFunctions,9,24.074074074074076,9.75609756097561
HasSideEffects,9,8.712871287128712,35.98326359832636
HasVariableDefinitions,9,16.707616707616708,2.666666666666667
HasVariables,9,12.413793103448276,9.832635983263598
ImperativeScoreBool,9,8.876811594202898,39.83739837398374
IsFunction,9,2.380952380952381,1.1017498379779649
IsNested,9,6.741573033707865,2.848101265822785
IsRecursive,9,6.5420560747663545,2.092050209205021
IsSideEffect,9,8.832997987927566,9.75609756097561
ParadigmScoreBool,9,6.390328151986183,52.71966527196653
