name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,326,42,284,12.883435582822086,6.0344827586206895
IsNested,445,30,415,6.741573033707865,4.310344827586207
HasNestedMethods,665,118,547,17.74436090225564,16.954022988505745
HasFunctions,3690,533,3157,14.444444444444443,76.58045977011494
IsFunction,42,0,42,0.0,0.0
HasFunctionParameters,1530,259,1271,16.9281045751634,37.212643678160916
HasHigherOrderCalls,3247,507,2740,15.614413304588851,72.84482758620689
HasFunctionCalls,1095,206,889,18.812785388127853,29.597701149425287
HasCurrying,143,35,108,24.475524475524477,5.028735632183908
HasPatternMatching,1006,183,823,18.190854870775347,26.29310344827586
HasLazyValues,172,24,148,13.953488372093023,3.4482758620689653
HasMultipleParameterLists,2994,431,2563,14.395457581830327,61.92528735632183
FunctionalScoreBool,5442,625,4817,11.484748254318266,89.79885057471265
HasVariables,928,33,895,3.556034482758621,4.741379310344827
HasVariableDefinitions,377,19,358,5.039787798408488,2.7298850574712645
HasInnerVariableAssignment,426,18,408,4.225352112676056,2.586206896551724
HasOuterVariableUsage,624,21,603,3.3653846153846154,3.0172413793103448
HasOuterVariableAssignment,131,7,124,5.343511450381679,1.0057471264367817
HasSideEffects,1741,120,1621,6.892590465249857,17.24137931034483
IsSideEffect,624,14,610,2.2435897435897436,2.0114942528735633
HasSideEffectCalls,1092,70,1022,6.41025641025641,10.057471264367816
HasSideEffectFunctions,159,20,139,12.578616352201259,2.8735632183908044
ImperativeScoreBool,2056,128,1928,6.22568093385214,18.39080459770115
HasPointsBool,6168,646,5522,10.473411154345007,92.81609195402298
ParadigmScoreBool,4838,539,4299,11.14096734187681,77.4425287356322
