commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmEntropyFraction,ParadigmGiniFraction
HEAD,0,package util - object HttpClientUtil,14.0,1.0,15.0,0.0,0.0,35.0,34.0,0.0,0.0,0.0,13.0,4.0,1.3333333333333333,0.0,8.333333333333334,4.333333333333333,0.0,0.0,-0.0,0.6666666666666666
HEAD,0,package activity - class CreateRepositoryInfo,11.0,0.0,11.0,2.0,1.0,17.0,16.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package activity - class DeleteRepositoryInfo,11.0,0.0,11.0,2.0,1.0,17.0,16.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package activity - class TransferRepositoryInfo,11.0,0.0,11.0,2.0,1.0,18.0,17.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package activity - class RenameRepositoryInfo,11.0,0.0,11.0,2.0,1.0,18.0,17.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package plugin - object Sessions,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,1.0
HEAD,2,package controller - class IssuesController,21.0,1.0,22.0,3.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package controller - trait IssuesControllerBase,19.0,1.0,20.0,2.0,4.0,483.0,460.0,19.0,0.03966597077244259,1.0,10.0,7.0,1.75,1.25,9.0,2.75,0.75,0.0,-0.0,0.25
HEAD,0,package controller - trait IssuesControllerBase - class IssueCreateForm,4.0,1.0,5.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - class CommentForm,4.0,3.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - class IssueStateForm,4.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - class ApiMilestone,6.0,1.0,7.0,2.0,0.0,17.0,13.0,4.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - object ApiMilestone,11.0,1.0,11.0,1.0,0.0,22.0,21.0,2.0,0.08695652173913043,0.0,5.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,-0.0,1.0
HEAD,0,package api - class CreateAUser,4.0,0.0,4.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,11,package util - object JGitUtil,200.0,11.0,210.0,0.0,0.0,1264.0,1010.0,260.0,0.2047244094488189,0.0,365.0,147.0,2.7222222222222223,1.8888888888888888,18.88888888888889,13.148148148148149,2.425925925925926,0.4074074074074074,-0.0,0.8333333333333334
