name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
Average stretch,9,16.537175569194517,15.17855063151507,88.96783850040028,4.008774100993712
AvrParadigmEntropyBool,9,35.69962850926838,28.204100901927436,44.48411625175162,21.23854867189188
AvrParadigmEntropyCount,9,35.7908297420736,27.689256425906006,43.472618910013814,21.394285761171023
AvrParadigmEntropyFraction,9,34.83429816181269,28.84040811483247,10.728406085487281,11.801293558683398
AvrParadigmGiniBool,9,20.609832692416536,18.22997021064931,71.56479486182432,11.373966550150259
AvrParadigmGiniCount,9,20.616198987397535,18.18720562007566,71.48217123446905,11.424520894621569
AvrParadigmGiniFraction,9,19.034778175283908,17.061949647983297,72.80005890029334,7.936552933473763
Max stretch,9,16.537175569194517,15.17855063151507,88.96783850040028,4.008774100993712
MaxParadigmEntropyBool,9,35.69962850926838,28.204100901927436,44.48411625175162,21.23854867189188
MaxParadigmEntropyCount,9,35.7908297420736,27.689256425906006,43.472618910013814,21.394285761171023
MaxParadigmEntropyFraction,9,34.83429816181269,28.84040811483247,10.728406085487281,11.801293558683398
MaxParadigmGiniBool,9,20.609832692416536,18.22997021064931,71.56479486182432,11.373966550150259
MaxParadigmGiniCount,9,20.616198987397535,18.18720562007566,71.48217123446905,11.424520894621569
MaxParadigmGiniFraction,9,19.034778175283908,17.061949647983297,72.80005890029334,7.936552933473763
Min stretch,9,16.537175569194517,15.17855063151507,88.96783850040028,4.008774100993712
SumParadigmEntropyBool,9,35.69962850926838,28.204100901927436,44.48411625175162,21.23854867189188
SumParadigmEntropyCount,9,35.7908297420736,27.689256425906006,43.472618910013814,21.394285761171023
SumParadigmEntropyFraction,9,34.83429816181269,28.84040811483247,10.728406085487281,11.801293558683398
SumParadigmGiniBool,9,20.609832692416536,18.22997021064931,71.56479486182432,11.373966550150259
SumParadigmGiniCount,9,20.616198987397535,18.18720562007566,71.48217123446905,11.424520894621569
SumParadigmGiniFraction,9,19.034778175283908,17.061949647983297,72.80005890029334,7.936552933473763
Switch count,9,30.45355243912389,26.56416286382287,68.37807659722341,14.487329273597668
