name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,6585,1602,4983,24.328018223234622,66.50062266500623
Max stretch,14443,2172,12271,15.03842691961504,90.16189290161893
Min stretch,14443,2172,12271,15.03842691961504,90.16189290161893
Average stretch,14443,2172,12271,15.03842691961504,90.16189290161893
AvrParadigmEntropyBool,4666,1215,3451,26.039434204886412,50.43586550435866
AvrParadigmGiniBool,10857,1841,9016,16.95680206318504,76.42175176421752
MaxParadigmEntropyBool,4666,1215,3451,26.039434204886412,50.43586550435866
MaxParadigmGiniBool,10857,1841,9016,16.95680206318504,76.42175176421752
SumParadigmEntropyBool,4666,1215,3451,26.039434204886412,50.43586550435866
SumParadigmGiniBool,10857,1841,9016,16.95680206318504,76.42175176421752
AvrParadigmEntropyCount,4630,1199,3431,25.896328293736502,49.77168949771689
AvrParadigmGiniCount,10839,1836,9003,16.938831995571547,76.21419676214197
MaxParadigmEntropyCount,4630,1199,3431,25.896328293736502,49.77168949771689
MaxParadigmGiniCount,10839,1836,9003,16.938831995571547,76.21419676214197
SumParadigmEntropyCount,4630,1199,3431,25.896328293736502,49.77168949771689
SumParadigmGiniCount,10839,1836,9003,16.938831995571547,76.21419676214197
AvrParadigmEntropyFraction,1049,402,647,38.322211630123924,16.68742216687422
AvrParadigmGiniFraction,10495,1791,8704,17.065269175797997,74.34620174346202
MaxParadigmEntropyFraction,1049,402,647,38.322211630123924,16.68742216687422
MaxParadigmGiniFraction,10495,1791,8704,17.065269175797997,74.34620174346202
SumParadigmEntropyFraction,1049,402,647,38.322211630123924,16.68742216687422
SumParadigmGiniFraction,10495,1791,8704,17.065269175797997,74.34620174346202
