name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,665,95,570,14.285714285714285,76.61290322580645
Max stretch,1748,118,1630,6.750572082379863,95.16129032258065
Min stretch,1748,118,1630,6.750572082379863,95.16129032258065
Average stretch,1748,118,1630,6.750572082379863,95.16129032258065
AvrParadigmEntropyBool,358,71,287,19.832402234636874,57.25806451612904
AvrParadigmGiniBool,1214,103,1111,8.484349258649095,83.06451612903226
MaxParadigmEntropyBool,358,71,287,19.832402234636874,57.25806451612904
MaxParadigmGiniBool,1214,103,1111,8.484349258649095,83.06451612903226
SumParadigmEntropyBool,358,71,287,19.832402234636874,57.25806451612904
SumParadigmGiniBool,1214,103,1111,8.484349258649095,83.06451612903226
AvrParadigmEntropyCount,289,66,223,22.837370242214533,53.2258064516129
AvrParadigmGiniCount,1212,103,1109,8.498349834983498,83.06451612903226
MaxParadigmEntropyCount,289,66,223,22.837370242214533,53.2258064516129
MaxParadigmGiniCount,1212,103,1109,8.498349834983498,83.06451612903226
SumParadigmEntropyCount,289,66,223,22.837370242214533,53.2258064516129
SumParadigmGiniCount,1212,103,1109,8.498349834983498,83.06451612903226
AvrParadigmEntropyFraction,36,8,28,22.22222222222222,6.451612903225806
AvrParadigmGiniFraction,1364,102,1262,7.47800586510264,82.25806451612904
MaxParadigmEntropyFraction,36,8,28,22.22222222222222,6.451612903225806
MaxParadigmGiniFraction,1364,102,1262,7.47800586510264,82.25806451612904
SumParadigmEntropyFraction,36,8,28,22.22222222222222,6.451612903225806
SumParadigmGiniFraction,1364,102,1262,7.47800586510264,82.25806451612904
