name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,4747,3796,951,79.9662945017906,43.75288151221761
Max stretch,15555,7391,8164,47.51526840244294,85.18902720147533
Min stretch,15555,7391,8164,47.51526840244294,85.18902720147533
Average stretch,15555,7391,8164,47.51526840244294,85.18902720147533
AvrParadigmEntropyBool,1172,972,200,82.93515358361775,11.20331950207469
AvrParadigmGiniBool,10012,4970,5042,49.64043148222134,57.28446288612263
MaxParadigmEntropyBool,1172,972,200,82.93515358361775,11.20331950207469
MaxParadigmGiniBool,10012,4970,5042,49.64043148222134,57.28446288612263
SumParadigmEntropyBool,1172,972,200,82.93515358361775,11.20331950207469
SumParadigmGiniBool,10012,4970,5042,49.64043148222134,57.28446288612263
AvrParadigmEntropyCount,1039,843,196,81.13570741097209,9.716459197787
AvrParadigmGiniCount,9979,4938,5041,49.48391622407055,56.91562932226832
MaxParadigmEntropyCount,1039,843,196,81.13570741097209,9.716459197787
MaxParadigmGiniCount,9979,4938,5041,49.48391622407055,56.91562932226832
SumParadigmEntropyCount,1039,843,196,81.13570741097209,9.716459197787
SumParadigmGiniCount,9979,4938,5041,49.48391622407055,56.91562932226832
AvrParadigmEntropyFraction,213,166,47,77.93427230046949,1.913324112494237
AvrParadigmGiniFraction,11144,5553,5591,49.829504666188086,64.00414937759335
MaxParadigmEntropyFraction,213,166,47,77.93427230046949,1.913324112494237
MaxParadigmGiniFraction,11144,5553,5591,49.829504666188086,64.00414937759335
SumParadigmEntropyFraction,213,166,47,77.93427230046949,1.913324112494237
SumParadigmGiniFraction,11144,5553,5591,49.829504666188086,64.00414937759335
