name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Switch count,1069,508,561,47.52104770813845,64.71337579617834
Max stretch,2966,732,2234,24.679703304113286,93.2484076433121
Min stretch,2966,732,2234,24.679703304113286,93.2484076433121
Average stretch,2966,732,2234,24.679703304113286,93.2484076433121
AvrParadigmEntropyBool,810,394,416,48.641975308641975,50.19108280254777
AvrParadigmGiniBool,2364,618,1746,26.14213197969543,78.72611464968153
MaxParadigmEntropyBool,810,394,416,48.641975308641975,50.19108280254777
MaxParadigmGiniBool,2364,618,1746,26.14213197969543,78.72611464968153
SumParadigmEntropyBool,810,394,416,48.641975308641975,50.19108280254777
SumParadigmGiniBool,2364,618,1746,26.14213197969543,78.72611464968153
AvrParadigmEntropyCount,808,392,416,48.51485148514851,49.93630573248408
AvrParadigmGiniCount,2364,618,1746,26.14213197969543,78.72611464968153
MaxParadigmEntropyCount,808,392,416,48.51485148514851,49.93630573248408
MaxParadigmGiniCount,2364,618,1746,26.14213197969543,78.72611464968153
SumParadigmEntropyCount,808,392,416,48.51485148514851,49.93630573248408
SumParadigmGiniCount,2364,618,1746,26.14213197969543,78.72611464968153
AvrParadigmEntropyFraction,127,74,53,58.26771653543307,9.42675159235669
AvrParadigmGiniFraction,2629,641,1988,24.381894256371243,81.65605095541402
MaxParadigmEntropyFraction,127,74,53,58.26771653543307,9.42675159235669
MaxParadigmGiniFraction,2629,641,1988,24.381894256371243,81.65605095541402
SumParadigmEntropyFraction,127,74,53,58.26771653543307,9.42675159235669
SumParadigmGiniFraction,2629,641,1988,24.381894256371243,81.65605095541402
