commit,faults,path,Switch count,Max stretch,Min stretch,Average stretch,parParadigmEntropyBool,parParadigmGiniBool,parParadigmEntropyCount,parParadigmGiniCount,parParadigmEntropyFraction,parParadigmGiniFraction
HEAD,1,package util - object HttpUtils - method getIgnoreCase,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package util - object HttpUtils - method isHttp2PseudoHeader,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package condition - object ScalaRandomSwitchOrElse - class Choices - method choices,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package condition - object ScalaRandomSwitchOrElse - class OrElse - method orElse,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,1,package stats - object LogFileReader - method apply,0.0,6.0,6.0,6.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package stats - class LogFileReader - method read,0.0,14.0,14.0,14.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package stats - class LogFileReader - method parseLogFile,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,3,package stats - class LogFileReader - method firstPass,2.0,64.0,64.0,64.0,0.9910760598382222,0.49382716049382713,0.39124356362925566,0.14201183431952646,-0.0,1.0
HEAD,0,package stats - class LogFileReader - method firstPass - method updateInjectStart,0.0,1.0,1.0,1.0,0.6500224216483541,0.2777777777777777,0.5435644431995964,0.21875,0.9182958340544896,0.4444444444444444
HEAD,0,package stats - class LogFileReader - method firstPass - method updateInjectEnd,0.0,1.0,1.0,1.0,0.6500224216483541,0.2777777777777777,0.5435644431995964,0.21875,0.9182958340544896,0.4444444444444444
HEAD,4,package stats - class LogFileReader - method secondPass,5.0,35.0,35.0,35.0,0.9709505944546686,0.48,0.8112781244591328,0.375,-0.0,0.0
HEAD,0,package template - class StatsJsTemplate - method fieldName,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,7,package template - class StatsJsTemplate - method getOutput,0.0,33.0,33.0,33.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,3,package template - class StatsJsTemplate - method getOutput - method renderStats,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package template - class StatsJsTemplate - method getOutput - method renderSubGroups,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package template - class StatsJsTemplate - method getOutput - method renderSubRequests,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package template - class StatsJsTemplate - method getOutput - method renderGroup,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,2,package structure - trait ConditionalStatements - method doIf,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait ConditionalStatements - method equalityCondition,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package structure - trait ConditionalStatements - method doIfEquals,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait ConditionalStatements - method doIfOrElse,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package structure - trait ConditionalStatements - method doIfEqualsOrElse,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait ConditionalStatements - method doIf,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package structure - trait ConditionalStatements - method doSwitch,2.0,2.0,2.0,2.0,0.9182958340544896,0.4444444444444445,0.863120568566631,0.40816326530612246,-0.0,0.0
HEAD,0,package structure - trait ConditionalStatements - method doSwitchOrElse,2.0,2.0,2.0,2.0,0.9182958340544896,0.4444444444444445,0.8112781244591328,0.375,-0.0,0.0
HEAD,0,package structure - trait ConditionalStatements - method doSwitch,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,3,package structure - trait ConditionalStatements - method randomSwitch,0.0,2.0,2.0,2.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package structure - trait ConditionalStatements - method randomSwitchOrElse,1.0,2.0,2.0,2.0,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,-0.0,0.0
HEAD,0,package structure - trait ConditionalStatements - method randomSwitch,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,1,package structure - trait ConditionalStatements - method uniformRandomSwitch,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,-0.0,1.0
HEAD,1,package structure - trait ConditionalStatements - method roundRobinSwitch,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,-0.0,1.0
HEAD,0,package core - object Predef - method configuration,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method nanoseconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method nanos,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method nanosecond,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method nano,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method microseconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method micros,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method microsecond,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method micro,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method milliseconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method millis,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method millisecond,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method milli,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method seconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method second,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method minutes,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method minute,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method hours,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method hour,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method days,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationInteger - method day,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method nanoseconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method nanos,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method nanosecond,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method nano,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method microseconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method micros,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method microsecond,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method micro,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method milliseconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method millis,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method millisecond,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method milli,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method seconds,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method second,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method minutes,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method minute,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method hours,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method hour,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method days,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - class DurationJLong - method day,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - method integerToFiniteDuration,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - method intToFiniteDuration,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package core - object Predef - method jlongToFiniteDuration,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces - method apply,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces - method apply,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces - method apply,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces - method apply,0.0,6.0,6.0,6.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces - method apply,0.0,6.0,6.0,6.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package pause - object ScalaPaces - method apply,0.0,6.0,6.0,6.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package request - trait BodyPartSupport - method ElFileBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method ElFileBodyPart,2.0,4.0,3.0,3.6666666666666665,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method StringBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method StringBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method RawFileBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method RawFileBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method PebbleStringBodyPart,1.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method PebbleStringBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method PebbleFileBodyPart,2.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method PebbleFileBodyPart,2.0,4.0,3.0,3.6666666666666665,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method ByteArrayBodyPart,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package request - trait BodyPartSupport - method ByteArrayBodyPart,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package regex - object RegexExtractors - method find,2.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package regex - object RegexExtractors - method findAll,2.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package regex - object RegexExtractors - method count,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,2,package action - class Loop - method initialize,3.0,10.0,10.0,10.0,0.8112781244591328,0.375,0.9975025463691153,0.49826989619377154,-0.0,0.0
HEAD,0,package action - class Loop - method execute,1.0,3.0,3.0,3.0,0.6500224216483541,0.2777777777777777,0.4689955935892812,0.17999999999999994,-0.0,0.0
HEAD,0,package action - class InnerLoop - method getAndSetLastUserId,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,7,package action - class InnerLoop - method execute,8.0,23.0,23.0,23.0,0.9852281360342516,0.48979591836734704,0.8524051786494786,0.4012345679012346,-0.0,0.0
HEAD,4,package structure - trait Loops - method repeat,0.0,6.0,6.0,6.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package structure - trait Loops - method foreach,0.0,9.0,9.0,9.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,2,package structure - trait Loops - method during,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method during,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method during,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method during,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method during,0.0,9.0,9.0,9.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method forever,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package structure - trait Loops - method forever,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAs,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhile,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method continueCondition,0.0,10.0,10.0,10.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method asLongAsDuring,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method doWhileDuring,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method simpleLoop,0.0,7.0,7.0,7.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Loops - method clockBasedLoop,0.0,7.0,7.0,7.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package auth - object DigestAuthSupport - method getStore,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package auth - object DigestAuthSupport - method getAuthorization,0.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package auth - object DigestAuthSupport - method getOrCreateDigestAuthChallenges,0.0,3.0,3.0,3.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package auth - object DigestAuthSupport - method storeChallenges,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package auth - object DigestAuthSupport - method extractChallenges,0.0,15.0,15.0,15.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package auth - object DigestAuthSupport - method realmWithAuthorizationGen,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package auth - object DigestAuthSupport - method realmWithAuthorizationGen - <$anon: io.gatling.http.client.realm.DigestRealm.AuthorizationGen> - method apply,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package request - package builder - package object builder - method resolveParamJList,6.0,51.0,51.0,51.0,0.863120568566631,0.40816326530612246,0.4798320236161285,0.18549346016646842,-0.0,1.0
HEAD,0,package request - package builder - package object builder - method resolveParamJList - method update,5.0,32.0,32.0,32.0,0.863120568566631,0.40816326530612246,0.4971677614160753,0.19438016528925628,-0.0,0.0
HEAD,0,package request - package builder - package object builder - method resolveParamJList - method resolveParamJListRec,0.0,6.0,6.0,6.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package render - class HttpTraffic - method isEmpty,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package render - object HttpTraffic - method isRedirection,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package render - object HttpTraffic - method filterRedirection,0.0,11.0,11.0,11.0,-0.0,0.0,-0.0,0.0,-0.0,1.0
HEAD,0,package render - object HttpTraffic - method filterInferredResources,1.0,28.0,28.0,28.0,0.9182958340544896,0.4444444444444444,0.77655578544446,0.35329861111111105,-0.0,1.0
HEAD,0,package render - object HttpTraffic - method mergeWithPauses,4.0,38.0,38.0,38.0,0.9544340029249649,0.46875,0.8904916402194913,0.42603550295857984,-0.0,1.0
HEAD,0,package render - object HttpTraffic - method apply,1.0,14.0,14.0,14.0,0.9182958340544896,0.4444444444444445,1.0,0.5,-0.0,1.0
HEAD,0,package structure - trait Errors - method exitBlockOnFail,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method tryMax,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method exitHereIf,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method exitHere,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method exitHereIfFailed,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package structure - trait Errors - method stopLoadGenerator,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method stopLoadGeneratorIf,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method crashLoadGenerator,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package structure - trait Errors - method crashLoadGeneratorIf,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package engine - object GatlingHttpListener - method resolveCharset,0.0,0.0,0.0,0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0
HEAD,0,package engine - object GatlingHttpListener - method logRequestCrash,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package engine - class GatlingHttpListener - method onSend,0.0,3.0,3.0,3.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package engine - class GatlingHttpListener - method onFinalClientRequest,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,1,package engine - class GatlingHttpListener - method onProtocolAwareness,0.0,1.0,1.0,1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package engine - class GatlingHttpListener - method onHttpResponse,0.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
