name,count,mean,std
CommentDensity,9,0.0514860701549948,0.1301893258612811
CommentLinesOfCode,9,6.504582484725051,19.692813591797645
CouplingBetweenObjects,9,17.07562408223201,25.465984573842604
CyclomaticComplexity,9,1.862423694325119,4.07123405088273
DepthOfInheritance,9,1.4780691838118925,1.1589606204183085
DepthOfNesting,9,1.667646393850328,4.347679813944657
FanIn,9,6.197942386831276,15.23277521071878
FanOut,9,12.627440904419322,18.188288198356727
LackOfCohesionInMethods,9,1.2667009249743062,4.034858024616295
LinesOfCode,9,38.39652936021034,117.15761883750154
NumberOfChildren,9,0.8004073319755601,3.249386519900563
NumberOfPatternVariables,9,0.7618522601984564,3.5680385591564074
OutDegree,9,7.409465020576132,23.14843347033012
OutDegreeDistinct,9,3.278004073319756,6.792605010659264
ParadigmEntropyFraction,9,0.0,0.0
ParadigmGiniFraction,9,0.4461780460845166,0.497100116007286
PatternSize,9,4.033348406059236,18.101302650707563
ResponseForClass,9,9.365878725590957,22.67300764854492
SourceLinesOfCode,9,37.118913234005255,114.99451808533972
WeightedMethodCount,9,5.178828365878726,14.20715515067228
