name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CountCurrying,8,8.24023750002505,7.0760207534532125,27.50308343261121,44.657061008129645,0.0232163003487129,0.018133756576844354
CountFunctionCalls,8,8.032274352876922,6.201150178791359,21.54592543354506,32.01533828864984,0.026048502667642977,0.018480794436311003
CountFunctionParameters,8,6.300897358332658,4.347009875581134,53.86521184759836,42.46558212253158,0.019691644018394537,0.01091412336243548
CountFunctions,8,8.346872210305786,5.994627583203572,35.17221095628494,7.924320080247407,0.06626890489972252,0.03831770045378859
CountHigherOrderCalls,8,8.285671449171893,5.307088997010018,35.714297158533654,10.07484473364197,0.0686255103519573,0.03292053389231868
CountInnerVariableAssignment,8,14.929321942741769,10.682633388756187,5.4308571448788925,4.50705800433459,0.05061901610302105,0.03820322940275869
CountLazyValues,8,10.549578491405267,5.465386150600798,17.69069783914634,33.711483829544065,0.03830799199249429,0.046180245761395095
CountNestedDepth,8,7.280919133147561,5.29836669181945,18.230611825073225,29.696796951833313,0.0156447322561304,0.017149275629564628
CountNestedMethods,8,14.244445238702388,12.23799258392616,13.477274961507895,5.0888036387463345,0.07466430479636638,0.043412711091167774
CountOuterVariableAssignment,8,8.09325378621127,5.029076953688497,22.964309576132653,35.17880836882774,0.019774456796271687,0.022543433621425905
CountOuterVariableUsage,8,9.211766235887726,7.418560117167525,22.032050341358303,32.777652827384244,0.03463058769638432,0.034269381311148026
CountParameterLists,8,8.232630053575878,7.4238445578419725,41.78657113329921,29.481850712578083,0.0470797217016485,0.037347919171129354
CountPatternMatching,8,11.79482744970848,8.473833469952922,41.04877727037548,12.481377451787118,0.12476425187955525,0.05550268239358718
CountRecursiveCalls,8,8.317185661799941,7.628882082936443,31.99788802820154,42.8650077697881,0.022428097673822988,0.020433850210344787
CountSideEffectCalls,8,10.20433540810543,5.799735711441923,22.176093008577908,13.773395050828704,0.07688926251457101,0.04134105109068557
CountSideEffectFunctions,8,15.7667981090007,10.635875503432649,19.790492684936112,32.734896361910316,0.06654252655931428,0.04288453452692779
CountSideEffects,8,9.796757071712365,6.137058706529426,24.75410857386212,14.488618850123684,0.07876557721311048,0.04978662997616276
CountVariableDefinitions,8,16.385355116283645,11.52894964588749,5.1645039902964704,4.065423839288557,0.05368516696519211,0.04287733184862322
CountVariables,8,10.840830951420887,5.759061461654234,11.653784591269993,8.18857458933209,0.055001532359360186,0.03718041867823072
FunctionalScoreCount,8,9.530257430194597,6.140698109186855,40.49040788055858,8.690800841926512,0.09543040725869112,0.049939416166722164
HasPointsCount,8,7.1031258825371,5.44981702828789,81.24822398297609,9.691484370407194,0.08143131331653963,0.04622526743661229
ImperativeScoreCount,8,10.092536170670181,5.914190555449923,24.08942990159406,13.448508371068122,0.08005833635953284,0.043033768755432876
IsFunction,8,6.997241017497307,6.596135556519122,64.05776091044919,48.73698041869291,0.0179790336207312,0.014574037740374532
IsSideEffect,8,7.526981697711923,5.082662677112217,52.45300224120892,39.64510135372763,0.03796113445202692,0.02806496307396026
ParadigmScoreCount,8,6.617911805515685,5.283164005488258,55.52698679303795,19.024089000575593,0.042004700143633084,0.049645676991833525
