name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,1,0,1,0.0,0.0
IsNested,1,1,0,100.0,0.14124293785310735
FractionNestedMethods,2,1,1,50.0,0.14124293785310735
FractionFunctions,599,177,422,29.549248747913186,25.0
IsFunction,352,101,251,28.693181818181817,14.26553672316384
HasFunctionParameters,313,97,216,30.990415335463258,13.700564971751412
FractionHigherOrderCalls,157,69,88,43.94904458598726,9.745762711864407
FractionFunctionCalls,39,3,36,7.6923076923076925,0.423728813559322
FractionCurrying,25,12,13,48.0,1.694915254237288
FractionPatternMatching,335,127,208,37.91044776119403,17.937853107344633
FractionLazyValues,23,7,16,30.434782608695656,0.9887005649717515
HasMultipleParameterLists,278,87,191,31.294964028776977,12.288135593220339
FunctionalScoreFraction,1130,321,809,28.407079646017696,45.33898305084746
FractionVariables,185,57,128,30.810810810810814,8.050847457627118
FractionInnerVariableAssignment,2,2,0,100.0,0.2824858757062147
FractionOuterVariableUsage,184,57,127,30.978260869565215,8.050847457627118
FractionOuterVariableAssignment,45,22,23,48.888888888888886,3.1073446327683616
FractionSideEffects,1364,312,1052,22.87390029325513,44.06779661016949
IsSideEffect,1359,310,1049,22.810890360559235,43.78531073446328
FractionSideEffectCalls,374,104,270,27.807486631016044,14.689265536723164
FractionSideEffectFunctions,14,5,9,35.714285714285715,0.7062146892655368
ImperativeScoreFraction,1394,313,1081,22.453371592539455,44.2090395480226
HasPointsFraction,2080,466,1614,22.403846153846153,65.81920903954803
ParadigmScoreFraction,1457,330,1127,22.649279341111875,46.61016949152542
