name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
baseline,9,12.12033676322472,9.157933613659324,51.659218166905994,9.839688533816313,0.16468704452537264,0.08115313688476042
control,9,26.615396210803816,18.446847810782216,87.39023054490166,11.527240033237657,0.4242858758782825,0.1834816012744225
univariate,9,27.887762798920036,18.570136097310286,89.62413036326764,2.176583458970981,0.4381698727067619,0.1767787115299788
