name,count,mean,std
CommentDensity,9,0.0095640261576939,0.0466156944816383
CommentLinesOfCode,9,0.2229210342417889,1.2807230587811664
CyclomaticComplexity,9,1.963760543970439,3.044905393235211
DepthOfNesting,9,1.439540397592559,3.6492485579731566
LinesOfCode,9,6.800170869022322,15.787544518459235
NumberOfPatternVariables,9,0.5736598830204386,2.371282082553469
OutDegree,9,6.142149578999505,16.098520112102396
OutDegreeDistinct,9,3.4296488119576574,4.841197470785404
ParadigmEntropyFraction,9,0.0,0.0
ParadigmGiniFraction,9,0.5840325451309433,0.491826300762654
PatternSize,9,2.497077182205489,12.371601101114647
SourceLinesOfCode,9,6.461058487445497,14.570188836865812
