name,count,precision,recall,mcc
Average stretch,8,41.812283219710565,60.123019655908124,0.42621505349991856
AvrParadigmEntropyBool,8,22.831223667275523,40.73598331012437,0.23250667795500105
AvrParadigmEntropyCount,8,22.618713160871636,38.867661982225776,0.2314256189700677
AvrParadigmEntropyFraction,8,32.91110581506196,20.67479216451819,0.11331999768228584
AvrParadigmGiniBool,8,11.971562562073013,49.838245922270815,0.08775988575714805
AvrParadigmGiniCount,8,11.898935726465634,48.77430356882412,0.08455035951610915
AvrParadigmGiniFraction,8,11.776680804022801,53.38651229062188,0.09088358925404755
Max stretch,8,41.812283219710565,60.123019655908124,0.42621505349991856
MaxParadigmEntropyBool,8,24.771477665823486,47.542347467898395,0.2687124054626081
MaxParadigmEntropyCount,8,25.351561734751677,45.87423694034772,0.27440519326774315
MaxParadigmEntropyFraction,8,34.67834719437231,11.77180472892206,0.11331999768228584
MaxParadigmGiniBool,8,15.022607076424505,62.63139034878165,0.17289412661386672
MaxParadigmGiniCount,8,14.83248814807283,61.00537927277679,0.1680172765486364
MaxParadigmGiniFraction,8,14.281143120140321,70.10776635598711,0.18104848559336056
Min stretch,8,41.812283219710565,60.0753552135821,0.42621505349991856
SumParadigmEntropyBool,8,32.11243187144753,39.99217822850362,0.2827504549245736
SumParadigmEntropyCount,8,26.71680129349698,42.083755037894406,0.25656049056354224
SumParadigmEntropyFraction,8,34.67834719437231,11.77180472892206,0.11331999768228584
SumParadigmGiniBool,8,26.15698940068686,48.66596304870852,0.26811731248824694
SumParadigmGiniCount,8,25.547241657309034,47.89998813971417,0.26264198325804694
SumParadigmGiniFraction,8,27.3495979271773,48.74157301889305,0.3044036040626107
Switch count,8,39.27627230667548,44.374057533992506,0.3637099357425891
