name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,9,32.23125114458914,26.077446268821312,62.92835277432125,17.27640629816431
CommentLinesOfCode,9,32.23125114458914,26.077446268821312,62.92835277432125,17.27640629816431
CouplingBetweenObjects,9,11.861673266350369,10.379744228159385,99.77781454071415,0.3070709851781217
CyclomaticComplexity,9,18.42579205547071,17.19314255123164,84.55445362134613,7.42232710010761
DepthOfInheritance,9,8.91074046989493,7.517128622479818,55.60164389833826,17.312803730969264
DepthOfNesting,9,33.067676211282695,24.933792280050508,58.25283600595775,11.052991701407286
FanIn,9,12.420755919249725,10.582128194141367,88.12657245373804,8.362014449158288
FanOut,9,12.06305020775412,10.451163439076893,99.4494605208099,0.6225945139471503
LackOfCohesionInMethods,9,17.664268746240815,17.719083795311068,57.14931767802989,17.39384019802429
LinesOfCode,9,11.715895884850575,10.184763517141239,100.0,0.0
NumberOfChildren,9,16.221818138422318,14.099032652276142,25.14557709880089,15.708872097983893
NumberOfPatternVariables,9,34.79453215556308,25.72590776148505,53.87420445763302,10.921501760006006
OutDegree,9,19.63820373931454,17.70625385872668,82.25801408787608,5.893660977693098
OutDegreeDistinct,9,19.63820373931454,17.70625385872668,82.25801408787608,5.893660977693098
ParadigmGiniFraction,9,19.034281395415846,17.06094097818354,72.80005890029334,7.936552933473763
PatternSize,9,33.067676211282695,24.933792280050508,58.25283600595775,11.052991701407286
ResponseForClass,9,17.733410295818555,16.116654816256183,92.04166732868235,5.424298603744981
SourceLinesOfCode,9,11.715895884850575,10.184763517141239,100.0,0.0
WeightedMethodCount,9,18.410446184856298,17.187297889530782,84.50029725584176,7.426182049915177
