name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
FunctionalScoreBool,8,29.377499397537076,20.722954397393423,56.37592491186295,7.550305185431542,0.18080718586250097,0.08761390909828307
HasCurrying,8,28.787015075305106,21.871118000437473,33.7132371221822,40.473912589808315,0.09420984099796267,0.09625699893173213
HasFunctionCalls,8,28.03659563953491,25.55018678705381,41.303998033938164,24.300240416251782,0.04102419500731365,0.1136317756737367
HasFunctionParameters,8,31.23840789574409,22.788505761125087,30.774606404901775,20.849352475646295,0.09757796300422615,0.06963815206558942
HasFunctions,8,27.325570447590433,19.835215882498236,50.2639689145743,6.53905665856838,0.1319890922899107,0.04936141022498246
HasHigherOrderCalls,8,29.88864884352374,20.5642894879865,50.077566790344925,6.109799380763525,0.16912716459389543,0.050360463376282284
HasInnerVariableAssignment,8,43.114335614784174,24.139375381554288,11.899617958051032,5.675774687479777,0.13522011268705203,0.06416652186360818
HasLazyValues,8,48.56004140390036,30.351325673252415,23.988287913563042,27.59168147268091,0.16091507381907336,0.08920639264586937
HasMultipleParameterLists,8,35.78967311399189,27.447611779535055,35.797686959234284,16.35079127198615,0.16455158020887867,0.11229334349238546
HasNestedMethods,8,44.771840137121984,29.10364721053178,29.704660789512673,12.335618990987628,0.23034186338033596,0.11101479277793222
HasOuterVariableAssignment,8,33.703966324670695,24.46938198606077,35.315791411583945,41.384420959917364,0.07912035920294791,0.07938836990575472
HasOuterVariableUsage,8,33.07007400715057,24.488085145872095,34.87494999875866,37.609462410044166,0.08595313124885202,0.0837225388809892
HasPatternMatching,8,34.5006650729463,22.90431252382314,48.8389851390138,8.706860979834744,0.22430283249410335,0.07243271073518376
HasPointsBool,8,26.337019365960614,20.225553692439323,66.62130098795679,6.998714914059853,0.14807003927421516,0.09003186343109644
HasSideEffectCalls,8,35.25737664632978,26.373087106694822,32.21399043367475,16.61987863701259,0.1663156499222237,0.089569181911743
HasSideEffectFunctions,8,52.479317277542606,25.249741911713162,19.56278615610303,10.640343333139807,0.22177876833461246,0.09369869990155706
HasSideEffects,8,31.84758171662645,24.893802975867185,39.137629589523385,17.929059371491466,0.158897959840782,0.09480721448120294
HasVariableDefinitions,8,46.4195854100205,26.647628863075933,11.444797587325956,5.919767410352178,0.13796917385999777,0.06877638701598618
HasVariables,8,38.64564692511068,23.987267874770794,19.4284721117923,12.680937935503021,0.14197334492892608,0.06916065559316098
ImperativeScoreBool,8,31.81382305355031,24.439107969237366,35.85823692501223,16.7475447201554,0.14992227409396483,0.08802313510220718
IsFunction,8,22.609710161638144,20.460224707580345,73.40413155750991,35.18591333881362,0.0025137759006250895,0.06343592207359341
IsNested,8,13.565261789825474,35.051992957733894,11.28993002738059,31.8038674240107,0.0038010708840638253,0.015018836706192458
IsRecursive,8,39.35801179198515,22.249316244024843,37.21058758986125,39.27632702871972,0.11010304743223763,0.0957977291356075
IsSideEffect,8,28.5589968078659,20.183430776388803,48.87895293300132,30.201159446151678,0.09297477179646833,0.12400283321063847
ParadigmScoreBool,8,23.670736319445872,20.572909495528783,55.503015857782486,6.72927040671446,0.06072138519425972,0.11727218308465295
