name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
SwitchCount,127,12,115,9.448818897637794,10.256410256410255
MaxStretch,2079,104,1975,5.002405002405003,88.88888888888889
MaxStretchNormalized,2079,104,1975,5.002405002405003,88.88888888888889
MinStretch,2070,104,1966,5.024154589371981,88.88888888888889
MinStretchNormalized,2070,104,1966,5.024154589371981,88.88888888888889
AvgStretch,2079,104,1975,5.002405002405003,88.88888888888889
AvgStretchNormalized,2079,104,1975,5.002405002405003,88.88888888888889
