name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
SwitchCount,795,50,745,6.289308176100629,47.16981132075472
MaxStretch,3024,89,2935,2.943121693121693,83.9622641509434
MaxStretchNormalized,3024,89,2935,2.943121693121693,83.9622641509434
MinStretch,2977,89,2888,2.989586832381592,83.9622641509434
MinStretchNormalized,2977,89,2888,2.989586832381592,83.9622641509434
AvgStretch,3024,89,2935,2.943121693121693,83.9622641509434
AvgStretchNormalized,3024,89,2935,2.943121693121693,83.9622641509434
