name,count,precision,recall,mcc
CommentDensity,8,20.612195765963065,32.61392405063291,0.15473158083617655
CommentLinesOfCode,8,20.50023564758903,26.56910569105691,0.15426232435765436
CyclomaticComplexity,8,15.632585967222019,42.270668926433984,0.1515429212056254
DepthOfNesting,8,17.635893852679605,30.933047772893385,0.1488046485760225
LinesOfCode,8,15.935954285359633,50.47832391281163,0.21044664155558065
NumberOfPatternVariables,8,18.75826449653912,31.43910157456005,0.15451889659553975
OutDegree,8,17.351541429611984,45.64755337237861,0.18501531992592735
OutDegreeDistinct,8,15.991457272929196,48.53730176051215,0.1607932296507782
ParadigmEntropyFraction,8,0.0,0.0,0.0
ParadigmGiniFraction,8,9.945229894544813,50.916150952554304,0.0672771615471357
PatternSize,8,18.24076756362388,31.39101477675971,0.15806661136291894
SourceLinesOfCode,8,15.236805061935371,51.02481500775245,0.1943909181197974
