name,tn,fp,fn,tp,r2,precision,recall,mcc
CountRecursiveCalls,7419,284,654,42,-0.46947188809853113,12.883435582822086,6.0344827586206895,0.033506864050904944
CountNestedDepth,415,7288,30,666,-10.464387289024573,8.373145587125974,95.6896551724138,0.0132569806081894
CountNestedMethods,7156,547,578,118,-0.7624263050222253,17.74436090225564,16.954022988505745,0.1005970981926353
CountFunctions,6435,1268,369,327,-1.5645260989523404,20.50156739811912,46.98275862068966,0.21452599853443358
IsFunction,42,7661,0,696,-11.00173148691135,8.32834749311954,100.0,0.021309541967852903
CountFunctionParameters,6432,1271,437,259,-1.675754781313743,16.9281045751634,37.212643678160916,0.14793681630078387
CountHigherOrderCalls,6689,1014,422,274,-1.2496392657883693,21.27329192546584,39.36781609195402,0.20048448628264803
CountFunctionCalls,6814,889,490,206,-1.1603429996672432,18.812785388127853,29.597701149425287,0.14783815897475744
CountCurrying,7595,108,661,35,-0.20471629205519237,24.475524475524477,5.028735632183908,0.0772843363689053
CountPatternMatching,6880,823,513,183,-1.0929791497863937,18.190854870775347,26.29310344827586,0.1325253737110362
CountLazyValues,7555,148,672,24,-0.2846129512161999,13.953488372093023,3.4482758620689653,0.02972168453466862
CountParameterLists,5140,2563,265,431,-3.43034808053587,14.395457581830327,61.92528735632183,0.1649202163008404
FunctionalScoreCount,6278,1425,332,364,-1.7525182381547113,20.346562325321408,52.29885057471264,0.22758297709710668
CountVariables,895,6808,33,663,-9.71711853569515,8.874314014188196,95.25862068965517,0.060478351934104585
CountVariableDefinitions,358,7345,19,677,-10.536450942385482,8.43929194714535,97.27011494252874,0.025532480606773177
CountInnerVariableAssignment,408,7295,18,678,-10.456554283224476,8.503699987457669,97.41379310344827,0.034053143400971264
CountOuterVariableUsage,603,7100,21,675,-10.155766860500682,8.681672025723474,96.98275862068965,0.050572727506156455
CountOuterVariableAssignment,860,6843,77,619,-9.840880027336711,8.295363173411955,88.9367816091954,0.000886722758449804
CountSideEffects,1101,6602,77,619,-9.46332914777195,8.572219914139316,88.9367816091954,0.02564213786059613
IsSideEffect,610,7093,14,682,-10.133834444260405,8.771704180064308,97.98850574712644,0.06210058393058005
CountSideEffectCalls,1022,6681,70,626,-9.576124431293373,8.567127412070617,89.9425287356322,0.026313006663390648
CountSideEffectFunctions,7564,139,676,20,-0.27677994541610107,12.578616352201259,2.8735632183908044,0.021626146330439106
ImperativeScoreCount,1138,6565,75,621,-9.402231702531179,8.641803506818814,89.22413793103449,0.031351635701697154
HasPointsCount,2190,5513,51,645,-7.716568854349921,10.47417992854823,92.67241379310344,0.13153333901707112
ParadigmScoreCount,3905,3798,155,541,-5.192774385558095,12.468310670661442,77.72988505747126,0.15680804246572536
