name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1207,61,1146,5.0538525269262635,98.38709677419355
FanIn,1094,50,1044,4.570383912248629,80.64516129032258
CouplingBetweenObjects,1281,61,1220,4.761904761904762,98.38709677419355
DepthOfInheritance,767,34,733,4.432855280312908,54.83870967741935
LackOfCohesionInMethods,510,42,468,8.235294117647058,67.74193548387096
LinesOfCode,1316,62,1254,4.711246200607903,100.0
SourceLinesOfCode,1316,62,1254,4.711246200607903,100.0
CommentLinesOfCode,235,36,199,15.319148936170212,58.06451612903226
CommentDensity,235,36,199,15.319148936170212,58.06451612903226
NumberOfChildren,309,20,289,6.472491909385113,32.25806451612903
ResponseForClass,780,60,720,7.6923076923076925,96.7741935483871
WeightedMethodCount,726,59,667,8.1267217630854,95.16129032258065
CyclomaticComplexity,727,59,668,8.11554332874828,95.16129032258065
DepthOfNesting,224,34,190,15.178571428571427,54.83870967741935
OutDegree,590,55,535,9.322033898305085,88.70967741935483
OutDegreeDistinct,590,55,535,9.322033898305085,88.70967741935483
PatternSize,224,34,190,15.178571428571427,54.83870967741935
NumberOfPatternVariables,183,29,154,15.846994535519126,46.774193548387096
ParadigmGiniFraction,595,47,548,7.899159663865546,75.80645161290323
