commit,faults,path,Switch count,Max stretch,Min stretch,Average stretch,AvrParadigmEntropyBool,AvrParadigmGiniBool,MaxParadigmEntropyBool,MaxParadigmGiniBool,SumParadigmEntropyBool,SumParadigmGiniBool,AvrParadigmEntropyCount,AvrParadigmGiniCount,MaxParadigmEntropyCount,MaxParadigmGiniCount,SumParadigmEntropyCount,SumParadigmGiniCount,AvrParadigmEntropyFraction,AvrParadigmGiniFraction,MaxParadigmEntropyFraction,MaxParadigmGiniFraction,SumParadigmEntropyFraction,SumParadigmGiniFraction
HEAD,0,package zio - class CustomExecutorBenchmark,4.0,43.0,43.0,43.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.6,-0.0,1.0,-0.0,3.0
HEAD,0,package zio - trait RuntimePlatformSpecific,6.0,38.0,38.0,38.0,0.5,0.25,1.0,0.5,1.0,0.5,-0.0,0.5,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,2.0
HEAD,0,package stacktracer - class SourceLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package stacktracer - object SourceLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object IsReloadableMacros,1.0,156.0,156.0,156.0,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444,0.9182958340544896,0.4444444444444444
HEAD,1,package zio - class NonEmptyChunk,34.0,249.0,249.0,249.0,0.09036824605080135,0.46932285821174713,1.0,1.0,2.9821521196764444,15.487654320987655,0.08371459995337531,0.46484848484848484,1.0,1.0,2.7625817984613854,15.34,-0.0,0.48484848484848486,-0.0,1.0,-0.0,16.0
HEAD,0,package zio - object NonEmptyChunk,3.0,79.0,79.0,79.0,-0.0,0.6,-0.0,1.0,-0.0,6.0,-0.0,0.6,-0.0,1.0,-0.0,6.0,-0.0,1.0,-0.0,1.0,-0.0,10.0
HEAD,4,package stream - class ZSink,112.0,642.0,642.0,642.0,0.06206388895099185,0.07992495819876773,0.5916727785823275,1.0,3.413513892304552,4.395872700932225,-0.0,0.05454545454545454,-0.0,1.0,-0.0,3.0,-0.0,0.09090909090909091,-0.0,1.0,-0.0,5.0
HEAD,10,package stream - object ZSink,171.0,1182.0,1182.0,1182.0,0.16296362248204313,0.23514990827791793,1.0,1.0,14.50376240090184,20.928341836734695,0.015407104793717704,0.1644118321485898,1.0,1.0,1.3712323266408757,14.63265306122449,-0.0,0.25842696629213485,-0.0,1.0,-0.0,23.0
HEAD,1,package stream - object ZSink - class EnvironmentWithPartiallyApplied,2.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package stream - object ZSink - class EnvironmentWithZIOPartiallyApplied,2.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package stream - object ZSink - class EnvironmentWithSinkPartiallyApplied,2.0,4.0,4.0,4.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package stream - object ZSink - class ServiceAtPartiallyApplied,2.0,7.0,7.0,7.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
HEAD,0,package stream - object ZSink - class ServiceWithPartiallyApplied,2.0,5.0,5.0,5.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
