name,count,mean,std
FunctionalScoreBool,9,4.185909980430528,9.725522588262312
HasCurrying,9,0.0466804979253112,0.4237244956051917
HasFunctionCalls,9,0.1265560165975103,0.5760402727826445
HasFunctionParameters,9,0.1886623347524087,1.1887406484622547
HasFunctions,9,1.0238805970149254,2.8038729391243944
HasHigherOrderCalls,9,0.9194029850746268,2.6109074985259904
HasInnerVariableAssignment,9,0.054147465437788,0.2969570183237746
HasLazyValues,9,0.0860995850622406,0.4518252759514798
HasMultipleParameterLists,9,0.6251256281407035,2.2268683453160136
HasNestedMethods,9,0.1577889447236181,0.5771487312246828
HasOuterVariableAssignment,9,0.0902203856749311,0.6129564801589225
HasOuterVariableUsage,9,0.1909547738693467,0.9822486073590162
HasPatternMatching,9,0.5843091334894613,1.4241583315096131
HasPointsBool,9,2.0772994129158517,4.523840012555417
HasSideEffectCalls,9,0.5577299412915852,1.4787619733457962
HasSideEffectFunctions,9,0.0968688845401174,0.446373456501049
HasSideEffects,9,0.8605990783410138,2.553046521350488
HasVariableDefinitions,9,0.0477611940298507,0.2739420544544623
HasVariables,9,0.235812133072407,1.0015508424632038
ImperativeScoreBool,9,2.580234833659491,7.429520012998479
IsFunction,9,0.0860995850622406,0.4935904788178845
IsNested,9,0.0,0.0
IsRecursive,9,0.0426409903713892,0.2657879752950807
IsSideEffect,9,0.4735023041474654,1.4630135111063034
ParadigmScoreBool,9,1.1044776119402986,3.6534968874968143
